UNIT,CNTYNAMB,lat,lon,STALP,ZIP,ASSET
Delta Bank,East Carroll,32.806253,-91.173439,LA,71373,"356,077"
Home Federal Bank,Caddo,32.449017,-93.720258,LA,71105,"518,919"
Home Federal Bank,Bossier,32.555187,-93.720751,LA,71105,"518,919"
Home Federal Bank,Caddo,32.600978,-93.841638,LA,71105,"518,919"
Home Federal Bank,Caddo,32.51267,-93.746262,LA,71105,"518,919"
Home Federal Bank,Caddo,32.449159,-93.721564,LA,71105,"518,919"
Home Federal Bank,Bossier,32.545794,-93.634886,LA,71105,"518,919"
Home Federal Bank,Caddo,32.45462,-93.749162,LA,71105,"518,919"
Home Federal Bank,Caddo,32.40065,-93.806861,LA,71105,"518,919"
Fifth District Savings Bank,Jefferson,29.897106,-90.138102,LA,70114,"449,280"
Fifth District Savings Bank,Jefferson,29.85824,-90.101554,LA,70114,"449,280"
Fifth District Savings Bank,Orleans,29.921456,-90.014099,LA,70114,"449,280"
Fifth District Savings Bank,Orleans,30.005415,-90.110623,LA,70114,"449,280"
Fifth District Savings Bank,Jefferson,30.016113,-90.186631,LA,70114,"449,280"
Fifth District Savings Bank,Jefferson,29.893198,-90.098249,LA,70114,"449,280"
Fifth District Savings Bank,St. Tammany,30.442819,-90.143844,LA,70114,"449,280"
Mutual Savings and Loan Association,Jefferson,30.002904,-90.185221,LA,70006,"45,004"
Mutual Savings and Loan Association,St. Tammany,30.419207,-90.04353,LA,70006,"45,004"
Hibernia Bank,Orleans,29.951273,-90.071472,LA,70130,"207,526"
Hibernia Bank,Jefferson,30.005937,-90.20295,LA,70130,"207,526"
Hibernia Bank,Orleans,29.943941,-90.133516,LA,70130,"207,526"
Hibernia Bank,Jefferson,29.938127,-90.212404,LA,70130,"207,526"
Hibernia Bank,Jefferson,29.988944,-90.132324,LA,70130,"207,526"
"Home Bank, National Association",Lafayette,30.140398,-91.985116,LA,70508,"2,631,874"
"Home Bank, National Association",Lafayette,30.219615,-92.017475,LA,70508,"2,631,874"
"Home Bank, National Association",Jefferson Davis,30.237688,-92.821559,LA,70508,"2,631,874"
"Home Bank, National Association",Lafayette,30.237236,-91.992576,LA,70508,"2,631,874"
"Home Bank, National Association",St. Martin,30.214778,-91.83164,LA,70508,"2,631,874"
"Home Bank, National Association",East Baton Rouge,30.36669,-91.104926,LA,70508,"2,631,874"
"Home Bank, National Association",Jefferson,29.95976,-90.183492,LA,70508,"2,631,874"
"Home Bank, National Association",Acadia,30.40563,-92.217066,LA,70508,"2,631,874"
"Home Bank, National Association",Lafayette,30.140697,-91.952456,LA,70508,"2,631,874"
"Home Bank, National Association",Lafayette,30.170062,-92.03892,LA,70508,"2,631,874"
"Home Bank, National Association",Jefferson Davis,30.224477,-92.657836,LA,70508,"2,631,874"
"Home Bank, National Association",St. Tammany,30.386707,-90.090464,LA,70508,"2,631,874"
"Home Bank, National Association",Jefferson,30.00152,-90.140581,LA,70508,"2,631,874"
"Home Bank, National Association",St. Tammany,30.49686,-90.104973,LA,70508,"2,631,874"
"Home Bank, National Association",Jefferson,29.88787,-90.056701,LA,70508,"2,631,874"
"Home Bank, National Association",St. Tammany,30.286027,-89.738761,LA,70508,"2,631,874"
"Home Bank, National Association",Warren,32.323766,-90.865548,LA,70508,"2,631,874"
"Home Bank, National Association",Lafayette,30.206756,-92.039401,LA,70508,"2,631,874"
"Home Bank, National Association",St. Martin,30.121588,-91.829745,LA,70508,"2,631,874"
"Home Bank, National Association",East Baton Rouge,30.421206,-91.051675,LA,70508,"2,631,874"
"Home Bank, National Association",Acadia,30.230395,-92.375244,LA,70508,"2,631,874"
"Home Bank, National Association",Orleans,29.973379,-90.098573,LA,70508,"2,631,874"
"Home Bank, National Association",Lafayette,30.19639,-92.057701,LA,70508,"2,631,874"
"Home Bank, National Association",Jefferson,30.017654,-90.19872,LA,70508,"2,631,874"
"Home Bank, National Association",St. Martin,30.211282,-91.714185,LA,70508,"2,631,874"
"Home Bank, National Association",Adams,31.559554,-91.402432,LA,70508,"2,631,874"
"Home Bank, National Association",Lafayette,30.146658,-92.034676,LA,70508,"2,631,874"
"Home Bank, National Association",Lafayette,30.182596,-92.017544,LA,70508,"2,631,874"
"Home Bank, National Association",East Baton Rouge,30.424831,-91.135044,LA,70508,"2,631,874"
"Home Bank, National Association",Orleans,29.921002,-90.115411,LA,70508,"2,631,874"
"Home Bank, National Association",Lafayette,30.233288,-92.087685,LA,70508,"2,631,874"
"Home Bank, National Association",St. Tammany,30.444056,-90.14269,LA,70508,"2,631,874"
"Home Bank, National Association",St. Tammany,30.461107,-90.04072,LA,70508,"2,631,874"
"Home Bank, National Association",Lafayette,30.321679,-92.041034,LA,70508,"2,631,874"
"Home Bank, National Association",St. Tammany,30.638005,-90.191141,LA,70508,"2,631,874"
"Home Bank, National Association",East Baton Rouge,30.362904,-91.014152,LA,70508,"2,631,874"
"Home Bank, National Association",Jefferson Davis,30.468544,-92.696366,LA,70508,"2,631,874"
"Home Bank, National Association",Adams,31.545588,-91.326454,LA,70508,"2,631,874"
"Home Bank, National Association",Adams,31.545588,-91.326454,LA,70508,"2,631,874"
"Home Bank, National Association",Lafayette,30.25736,-92.122298,LA,70508,"2,631,874"
Iberiabank,Orange,28.625743,-81.36525,LA,70501,"34,581,511"
Iberiabank,Jefferson,33.50339,-86.757009,LA,70501,"34,581,511"
Iberiabank,Benton,36.365247,-94.091351,LA,70501,"34,581,511"
Iberiabank,Cherokee,34.091709,-84.508552,LA,70501,"34,581,511"
Iberiabank,Monroe,24.566607,-81.767958,LA,70501,"34,581,511"
Iberiabank,Harris,29.783285,-95.536098,LA,70501,"34,581,511"
Iberiabank,St. Mary,29.702619,-91.203019,LA,70501,"34,581,511"
Iberiabank,St. Mary,29.687195,-91.262292,LA,70501,"34,581,511"
Iberiabank,Fulton,34.042624,-84.328542,LA,70501,"34,581,511"
Iberiabank,Shelby,35.15289,-89.794581,LA,70501,"34,581,511"
Iberiabank,Miami-Dade,25.783897,-80.237015,LA,70501,"34,581,511"
Iberiabank,Cameron,30.0543,-93.213008,LA,70501,"34,581,511"
Iberiabank,Monroe,24.550332,-81.798594,LA,70501,"34,581,511"
Iberiabank,Pulaski,34.770395,-92.393443,LA,70501,"34,581,511"
Iberiabank,Harris,29.731788,-95.434731,LA,70501,"34,581,511"
Iberiabank,Greenville,34.848039,-82.398327,LA,70501,"34,581,511"
Iberiabank,Lafayette,30.140726,-91.946367,LA,70501,"34,581,511"
Iberiabank,Pulaski,34.747557,-92.272866,LA,70501,"34,581,511"
Iberiabank,Miami-Dade,25.763028,-80.19137,LA,70501,"34,581,511"
Iberiabank,Iberia,29.983155,-91.814695,LA,70501,"34,581,511"
Iberiabank,Broward,26.107531,-80.143062,LA,70501,"34,581,511"
Iberiabank,Lawrence,36.069363,-90.9583,LA,70501,"34,581,511"
Iberiabank,Pulaski,34.797824,-92.414238,LA,70501,"34,581,511"
Iberiabank,East Baton Rouge,30.383994,-91.040993,LA,70501,"34,581,511"
Iberiabank,Shelby,35.137056,-90.018243,LA,70501,"34,581,511"
Iberiabank,Ouachita,32.525551,-92.104287,LA,70501,"34,581,511"
Iberiabank,Jefferson,33.608854,-86.796811,LA,70501,"34,581,511"
Iberiabank,Palm Beach,26.93423,-80.119203,LA,70501,"34,581,511"
Iberiabank,Lincoln,32.541807,-92.639454,LA,70501,"34,581,511"
Iberiabank,Duval,30.326785,-81.660409,LA,70501,"34,581,511"
Iberiabank,Orleans,29.941499,-90.078974,LA,70501,"34,581,511"
Iberiabank,St. Martin,30.285414,-91.90645,LA,70501,"34,581,511"
Iberiabank,East Baton Rouge,30.40804,-91.02107,LA,70501,"34,581,511"
Iberiabank,Orange,28.685529,-81.534268,LA,70501,"34,581,511"
Iberiabank,Guilford,36.092036,-79.81515,LA,70501,"34,581,511"
Iberiabank,Mobile,30.688505,-88.123444,LA,70501,"34,581,511"
Iberiabank,Broward,26.117496,-80.263204,LA,70501,"34,581,511"
Iberiabank,Miami-Dade,25.787424,-80.14108,LA,70501,"34,581,511"
Iberiabank,Miami-Dade,25.704607,-80.283083,LA,70501,"34,581,511"
Iberiabank,Harris,29.697358,-95.123586,LA,70501,"34,581,511"
Iberiabank,Palm Beach,26.725011,-80.081704,LA,70501,"34,581,511"
Iberiabank,Craighead,35.821249,-90.686745,LA,70501,"34,581,511"
Iberiabank,East Baton Rouge,30.447938,-91.188227,LA,70501,"34,581,511"
Iberiabank,Jefferson,29.889168,-90.057098,LA,70501,"34,581,511"
Iberiabank,Palm Beach,26.705534,-80.036142,LA,70501,"34,581,511"
Iberiabank,Palm Beach,26.365312,-80.122093,LA,70501,"34,581,511"
Iberiabank,Jefferson,29.877778,-90.098621,LA,70501,"34,581,511"
Iberiabank,Miami-Dade,25.949646,-80.14252,LA,70501,"34,581,511"
Iberiabank,Orange,28.568941,-81.389369,LA,70501,"34,581,511"
Iberiabank,Collier,26.211527,-81.780088,LA,70501,"34,581,511"
Iberiabank,Miami-Dade,25.794657,-80.206972,LA,70501,"34,581,511"
Iberiabank,Vermilion,29.991443,-92.20722,LA,70501,"34,581,511"
Iberiabank,Jackson,35.604986,-91.251095,LA,70501,"34,581,511"
Iberiabank,Miami-Dade,25.77243,-80.187374,LA,70501,"34,581,511"
Iberiabank,Gwinnett,33.965048,-84.222342,LA,70501,"34,581,511"
Iberiabank,Lafayette,30.226566,-92.019008,LA,70501,"34,581,511"
Iberiabank,Lafayette,30.228455,-92.087114,LA,70501,"34,581,511"
Iberiabank,Lafayette,30.166832,-92.037011,LA,70501,"34,581,511"
Iberiabank,Palm Beach,26.84413,-80.062535,LA,70501,"34,581,511"
Iberiabank,Palm Beach,26.8443,-80.064481,LA,70501,"34,581,511"
Iberiabank,Hillsborough,27.947075,-82.457206,LA,70501,"34,581,511"
Iberiabank,Jefferson,33.51663,-86.805661,LA,70501,"34,581,511"
Iberiabank,Randolph,36.259684,-90.970727,LA,70501,"34,581,511"
Iberiabank,St. Tammany,30.286409,-89.737842,LA,70501,"34,581,511"
Iberiabank,Miami-Dade,25.753581,-80.258672,LA,70501,"34,581,511"
Iberiabank,Collier,26.272248,-81.778203,LA,70501,"34,581,511"
Iberiabank,Lafayette,30.18468,-92.009415,LA,70501,"34,581,511"
Iberiabank,Dekalb,33.89053,-84.321331,LA,70501,"34,581,511"
Iberiabank,Lee,26.644661,-81.869213,LA,70501,"34,581,511"
Iberiabank,Baldwin,30.556368,-87.893139,LA,70501,"34,581,511"
Iberiabank,Jefferson,33.487238,-86.787345,LA,70501,"34,581,511"
Iberiabank,Orleans,29.963435,-90.084005,LA,70501,"34,581,511"
Iberiabank,Washington,36.166841,-94.110774,LA,70501,"34,581,511"
Iberiabank,St. Johns,30.240296,-81.387271,LA,70501,"34,581,511"
Iberiabank,Collin,33.034019,-96.828888,LA,70501,"34,581,511"
Iberiabank,Shelby,35.138587,-89.977552,LA,70501,"34,581,511"
Iberiabank,Forsyth,34.09817,-84.176561,LA,70501,"34,581,511"
Iberiabank,Harris,29.706084,-95.417813,LA,70501,"34,581,511"
Iberiabank,Miami-Dade,25.695871,-80.163121,LA,70501,"34,581,511"
Iberiabank,Lafayette,30.255556,-92.00556,LA,70501,"34,581,511"
Iberiabank,Lafayette,30.208376,-92.036592,LA,70501,"34,581,511"
Iberiabank,Shelby,33.316217,-86.799268,LA,70501,"34,581,511"
Iberiabank,Craighead,35.813686,-90.71372,LA,70501,"34,581,511"
Iberiabank,Jefferson,33.360542,-86.831024,LA,70501,"34,581,511"
Iberiabank,New York,40.75627,-73.974783,LA,70501,"34,581,511"
Iberiabank,Manatee,27.389078,-82.512501,LA,70501,"34,581,511"
Iberiabank,Jefferson,33.482976,-86.773431,LA,70501,"34,581,511"
Iberiabank,Calcasieu,30.30068,-93.198989,LA,70501,"34,581,511"
Iberiabank,Jefferson,30.022803,-90.270448,LA,70501,"34,581,511"
Iberiabank,Jefferson,30.004335,-90.153645,LA,70501,"34,581,511"
Iberiabank,Calcasieu,30.203367,-93.218499,LA,70501,"34,581,511"
Iberiabank,Fulton,33.835935,-84.381917,LA,70501,"34,581,511"
Iberiabank,Dekalb,33.845028,-84.315095,LA,70501,"34,581,511"
Iberiabank,Calcasieu,30.201793,-93.179998,LA,70501,"34,581,511"
Iberiabank,Orleans,30.005229,-90.11227,LA,70501,"34,581,511"
Iberiabank,Pinellas,28.05941,-82.708464,LA,70501,"34,581,511"
Iberiabank,Orleans,29.998771,-90.060028,LA,70501,"34,581,511"
Iberiabank,Orange,28.545738,-81.373131,LA,70501,"34,581,511"
Iberiabank,Caddo,32.514136,-93.748004,LA,70501,"34,581,511"
Iberiabank,Miami-Dade,25.804741,-80.337159,LA,70501,"34,581,511"
Iberiabank,Lafayette,30.154345,-92.028553,LA,70501,"34,581,511"
Iberiabank,Sarasota,27.352419,-82.503341,LA,70501,"34,581,511"
Iberiabank,Jefferson,30.010241,-90.154701,LA,70501,"34,581,511"
Iberiabank,Orleans,29.927985,-90.091784,LA,70501,"34,581,511"
Iberiabank,Washington,36.102728,-94.297651,LA,70501,"34,581,511"
Iberiabank,Monroe,25.070858,-80.463616,LA,70501,"34,581,511"
Iberiabank,East Baton Rouge,30.421326,-91.153287,LA,70501,"34,581,511"
Iberiabank,Cobb,33.87818,-84.465525,LA,70501,"34,581,511"
Iberiabank,Shelby,35.115381,-89.905083,LA,70501,"34,581,511"
Iberiabank,East Baton Rouge,30.414551,-91.098915,LA,70501,"34,581,511"
Iberiabank,Jefferson,30.004367,-90.168748,LA,70501,"34,581,511"
Iberiabank,Harris,29.7328,-95.438646,LA,70501,"34,581,511"
Iberiabank,Collier,26.192311,-81.799883,LA,70501,"34,581,511"
Iberiabank,Miami-Dade,25.81375,-80.127654,LA,70501,"34,581,511"
Iberiabank,Madison,34.735184,-86.58669,LA,70501,"34,581,511"
Iberiabank,Lincoln,32.53241,-92.63778,LA,70501,"34,581,511"
Iberiabank,Lafayette,30.198076,-92.070564,LA,70501,"34,581,511"
Iberiabank,Orleans,29.974014,-90.099597,LA,70501,"34,581,511"
Iberiabank,Iberia,29.995504,-91.807156,LA,70501,"34,581,511"
Iberiabank,Calcasieu,30.227792,-93.325536,LA,70501,"34,581,511"
Iberiabank,Hillsborough,27.976637,-82.501358,LA,70501,"34,581,511"
Iberiabank,Craighead,35.83857,-90.704961,LA,70501,"34,581,511"
Iberiabank,Collier,26.142675,-81.794944,LA,70501,"34,581,511"
Iberiabank,St. Landry,30.532543,-92.079475,LA,70501,"34,581,511"
Iberiabank,Miami-Dade,25.774132,-80.19441,LA,70501,"34,581,511"
Iberiabank,Calcasieu,30.176798,-93.249289,LA,70501,"34,581,511"
Iberiabank,Calcasieu,30.17438,-93.375882,LA,70501,"34,581,511"
Iberiabank,Broward,26.119156,-80.138575,LA,70501,"34,581,511"
Iberiabank,Pulaski,34.797262,-92.255688,LA,70501,"34,581,511"
Iberiabank,Lafayette,30.202554,-92.016359,LA,70501,"34,581,511"
Iberiabank,Lee,26.595397,-81.883969,LA,70501,"34,581,511"
Iberiabank,Jefferson,29.985193,-90.129149,LA,70501,"34,581,511"
Iberiabank,Madison,34.69573,-86.568294,LA,70501,"34,581,511"
Iberiabank,Shelby,35.113797,-89.898836,LA,70501,"34,581,511"
Iberiabank,Orleans,29.924628,-90.107896,LA,70501,"34,581,511"
Iberiabank,Pinellas,27.777572,-82.638592,LA,70501,"34,581,511"
Iberiabank,Seminole,28.704296,-81.326933,LA,70501,"34,581,511"
Iberiabank,Seminole,28.695692,-81.413062,LA,70501,"34,581,511"
Iberiabank,Fort Bend,29.588383,-95.63408,LA,70501,"34,581,511"
Iberiabank,Saline,34.621793,-92.504512,LA,70501,"34,581,511"
Iberiabank,Jefferson,29.965564,-90.191528,LA,70501,"34,581,511"
Iberiabank,Lafayette,30.183765,-92.068721,LA,70501,"34,581,511"
Iberiabank,Seminole,28.661773,-81.403824,LA,70501,"34,581,511"
Iberiabank,Collier,26.176254,-81.712118,LA,70501,"34,581,511"
Iberiabank,Madison,34.691945,-86.734971,LA,70501,"34,581,511"
Iberiabank,Manatee,27.494374,-82.494989,LA,70501,"34,581,511"
Iberiabank,Monroe,24.716528,-81.074182,LA,70501,"34,581,511"
Iberiabank,Acadia,30.215232,-92.373937,LA,70501,"34,581,511"
Iberiabank,Pulaski,34.769379,-92.340925,LA,70501,"34,581,511"
Iberiabank,Manatee,27.435878,-82.575506,LA,70501,"34,581,511"
Iberiabank,Miami-Dade,25.909891,-80.298446,LA,70501,"34,581,511"
Iberiabank,Orange,28.543204,-81.378307,LA,70501,"34,581,511"
Iberiabank,Orange,28.579036,-81.372115,LA,70501,"34,581,511"
Iberiabank,Orleans,29.949457,-90.069351,LA,70501,"34,581,511"
Iberiabank,Collier,25.952532,-81.723983,LA,70501,"34,581,511"
Iberiabank,Palm Beach,26.708227,-80.052033,LA,70501,"34,581,511"
Iberiabank,Ouachita,32.513515,-92.156403,LA,70501,"34,581,511"
Iberiabank,Hillsborough,27.938251,-82.50572,LA,70501,"34,581,511"
Iberiabank,Jefferson,33.448473,-86.789668,LA,70501,"34,581,511"
Iberiabank,Orleans,29.945209,-90.113241,LA,70501,"34,581,511"
Iberiabank,Orleans,29.946926,-90.113993,LA,70501,"34,581,511"
Iberiabank,Mobile,30.691072,-88.044399,LA,70501,"34,581,511"
Iberiabank,Lee,26.535826,-81.82415,LA,70501,"34,581,511"
Iberiabank,Caddo,32.446533,-93.725961,LA,70501,"34,581,511"
Iberiabank,St. Tammany,30.459137,-90.127161,LA,70501,"34,581,511"
Iberiabank,Terrebonne,29.593351,-90.719836,LA,70501,"34,581,511"
Iberiabank,Benton,36.365145,-94.220568,LA,70501,"34,581,511"
Iberiabank,Cobb,33.969093,-84.547897,LA,70501,"34,581,511"
Iberiabank,Seminole,28.786252,-81.359426,LA,70501,"34,581,511"
Iberiabank,East Baton Rouge,30.378847,-91.139583,LA,70501,"34,581,511"
Iberiabank,Shelby,35.094874,-89.813748,LA,70501,"34,581,511"
Iberiabank,Lee,26.514874,-81.898785,LA,70501,"34,581,511"
Iberiabank,Collier,26.160242,-81.766816,LA,70501,"34,581,511"
Iberiabank,Pinellas,27.762987,-82.734859,LA,70501,"34,581,511"
Iberiabank,Sarasota,27.328874,-82.538455,LA,70501,"34,581,511"
Iberiabank,Shelby,35.11272,-89.799495,LA,70501,"34,581,511"
Iberiabank,Ouachita,32.527494,-92.038876,LA,70501,"34,581,511"
Iberiabank,Lafayette,30.321789,-92.041092,LA,70501,"34,581,511"
Iberiabank,Lee,26.637336,-81.940984,LA,70501,"34,581,511"
Iberiabank,Sarasota,27.234129,-82.498354,LA,70501,"34,581,511"
Iberiabank,Dallas,32.862174,-96.804197,LA,70501,"34,581,511"
Iberiabank,Miami-Dade,25.866737,-80.29916,LA,70501,"34,581,511"
Iberiabank,Orange,28.590317,-81.360903,LA,70501,"34,581,511"
Iberiabank,St. Tammany,30.378409,-90.091339,LA,70501,"34,581,511"
Iberiabank,Harris,29.899836,-95.549424,LA,70501,"34,581,511"
Iberiabank,Palm Beach,26.448412,-80.066987,LA,70501,"34,581,511"
Iberiabank,Miami-Dade,25.685406,-80.314896,LA,70501,"34,581,511"
Iberiabank,Lee,26.558384,-81.905632,LA,70501,"34,581,511"
Iberiabank,Collier,26.25121,-81.796662,LA,70501,"34,581,511"
Iberiabank,Allen,30.489275,-92.850841,LA,70501,"34,581,511"
Iberiabank,Orange,28.530301,-81.376729,LA,70501,"34,581,511"
Iberiabank,Jefferson,29.951136,-90.214215,LA,70501,"34,581,511"
Fidelity Bank,Orleans,29.946822,-90.075402,LA,70113,"1,001,436"
Fidelity Bank,Orleans,29.947194,-90.129523,LA,70113,"1,001,436"
Fidelity Bank,Jefferson,30.001601,-90.137146,LA,70113,"1,001,436"
Fidelity Bank,Orleans,30.020286,-90.113036,LA,70113,"1,001,436"
Fidelity Bank,Jefferson,29.985969,-90.144032,LA,70113,"1,001,436"
Fidelity Bank,Jefferson,29.893595,-90.03789,LA,70113,"1,001,436"
Fidelity Bank,St. Tammany,30.285002,-89.742352,LA,70113,"1,001,436"
Fidelity Bank,St. Tammany,30.465317,-90.084425,LA,70113,"1,001,436"
Fidelity Bank,St. Tammany,30.367937,-90.070512,LA,70113,"1,001,436"
Fidelity Bank,Jefferson,30.015478,-90.239567,LA,70113,"1,001,436"
Fidelity Bank,Orleans,29.924772,-90.021561,LA,70113,"1,001,436"
Fidelity Bank,Jefferson,30.004429,-90.169406,LA,70113,"1,001,436"
Fidelity Bank,Tangipahoa,30.483504,-90.461551,LA,70113,"1,001,436"
Fidelity Bank,Orleans,30.02587,-89.990801,LA,70113,"1,001,436"
Fidelity Bank,East Baton Rouge,30.425035,-91.132199,LA,70113,"1,001,436"
Fidelity Bank,Jefferson,29.949063,-90.213702,LA,70113,"1,001,436"
Eureka Homestead,Jefferson,30.001888,-90.14426,LA,70005,"104,844"
Heritage Bank Of St Tammany,St. Tammany,30.285114,-89.77693,LA,70433,"139,227"
Heritage Bank Of St Tammany,St. Tammany,30.474772,-90.094222,LA,70433,"139,227"
Heritage Bank Of St Tammany,St. Tammany,30.404538,-90.156751,LA,70433,"139,227"
Anthem Bank & Trust,Miami-Dade,25.752468,-80.255713,LA,70764,"158,549"
Anthem Bank & Trust,East Baton Rouge,30.376476,-91.093325,LA,70764,"158,549"
Anthem Bank & Trust,Travis,30.339268,-97.970614,LA,70764,"158,549"
Anthem Bank & Trust,Iberville,30.285786,-91.233629,LA,70764,"158,549"
Anthem Bank & Trust,Burnet,30.605214,-98.370724,LA,70764,"158,549"
Century Next Bank,Ashley,33.357707,-91.850548,LA,71270,"524,531"
Century Next Bank,Ashley,33.158148,-91.945965,LA,71270,"524,531"
Century Next Bank,Ouachita,32.510659,-92.144855,LA,71270,"524,531"
Century Next Bank,Ashley,33.133709,-91.961627,LA,71270,"524,531"
Century Next Bank,Lincoln,32.550254,-92.610038,LA,71270,"524,531"
Century Next Bank,Ouachita,32.528834,-92.099722,LA,71270,"524,531"
Century Next Bank,Lincoln,32.533451,-92.637829,LA,71270,"524,531"
Century Next Bank,Ashley,33.229615,-91.797542,LA,71270,"524,531"
St Landry Homestead Federal Savings Bank,St. Landry,30.479749,-92.091026,LA,70570,"238,403"
St Landry Homestead Federal Savings Bank,St. Landry,30.535575,-92.082647,LA,70570,"238,403"
St Landry Homestead Federal Savings Bank,St. Landry,30.552217,-91.959784,LA,70570,"238,403"
St Landry Homestead Federal Savings Bank,St. Landry,30.494887,-92.405201,LA,70570,"238,403"
Citizens Savings Bank,Washington,30.760488,-89.847637,LA,70427,"251,835"
Citizens Savings Bank,St. Tammany,30.419389,-90.083632,LA,70427,"251,835"
Citizens Savings Bank,Washington,30.788757,-89.864452,LA,70427,"251,835"
Citizens Savings Bank,Washington,30.96407,-89.810875,LA,70427,"251,835"
Citizens Savings Bank,Washington,30.848509,-90.158334,LA,70427,"251,835"
Abbeville Building & Loan (A State-Chartered Savings Bank),Vermilion,29.972256,-92.12472,LA,70510,"59,030"
Beauregard FSB,Beauregard,30.846908,-93.285562,LA,70634,"68,564"
Beauregard FSB,Beauregard,30.85274,-93.288978,LA,70634,"68,564"
First Federal Bank Of Louisiana,Calcasieu,30.190871,-93.57489,LA,70601,"998,597"
First Federal Bank Of Louisiana,Calcasieu,30.224975,-93.220341,LA,70601,"998,597"
First Federal Bank Of Louisiana,Calcasieu,30.223912,-93.204979,LA,70601,"998,597"
First Federal Bank Of Louisiana,Calcasieu,30.259157,-93.258069,LA,70601,"998,597"
First Federal Bank Of Louisiana,Allen,30.81425,-92.662177,LA,70601,"998,597"
First Federal Bank Of Louisiana,Calcasieu,30.22759,-93.351569,LA,70601,"998,597"
First Federal Bank Of Louisiana,Calcasieu,30.210293,-93.376232,LA,70601,"998,597"
First Federal Bank Of Louisiana,Calcasieu,30.176121,-93.218212,LA,70601,"998,597"
First Federal Bank Of Louisiana,Rapides,31.32414,-92.390529,LA,70601,"998,597"
First Federal Bank Of Louisiana,Calcasieu,30.183545,-93.249297,LA,70601,"998,597"
First Federal Bank Of Louisiana,Rapides,31.29557,-92.493383,LA,70601,"998,597"
First Federal Bank Of Louisiana,Beauregard,30.852683,-93.289106,LA,70601,"998,597"
First Federal Bank Of Louisiana,Rapides,31.268588,-92.486329,LA,70601,"998,597"
First Federal Bank Of Louisiana,Natchitoches,31.785413,-93.119643,LA,70601,"998,597"
First Federal Bank Of Louisiana,Calcasieu,30.300657,-93.20553,LA,70601,"998,597"
First Federal Bank Of Louisiana,Natchitoches,31.753302,-93.074675,LA,70601,"998,597"
Rayne Building and Loan Association,Acadia,30.236889,-92.268726,LA,70578,"59,851"
Homeland Federal Savings Bank,Ouachita,32.514389,-92.147816,LA,71418,"386,709"
Homeland Federal Savings Bank,Ouachita,32.525512,-92.102211,LA,71418,"386,709"
Homeland Federal Savings Bank,La Salle,31.681192,-92.134858,LA,71418,"386,709"
Homeland Federal Savings Bank,Caldwell,32.039699,-92.119186,LA,71418,"386,709"
Gulf Coast Bank and Trust Company,St. Tammany,30.420559,-90.08386,LA,70130,"2,237,684"
Gulf Coast Bank and Trust Company,East Baton Rouge,30.364317,-91.062838,LA,70130,"2,237,684"
Gulf Coast Bank and Trust Company,St. Bernard,29.937759,-89.948374,LA,70130,"2,237,684"
Gulf Coast Bank and Trust Company,Jefferson,30.002271,-90.143402,LA,70130,"2,237,684"
Gulf Coast Bank and Trust Company,St. Tammany,30.221549,-89.813433,LA,70130,"2,237,684"
Gulf Coast Bank and Trust Company,Jefferson,29.886227,-90.054958,LA,70130,"2,237,684"
Gulf Coast Bank and Trust Company,Orleans,29.952088,-90.069823,LA,70130,"2,237,684"
Gulf Coast Bank and Trust Company,Orleans,29.952088,-90.069823,LA,70130,"2,237,684"
Gulf Coast Bank and Trust Company,Jefferson,29.91668,-90.065268,LA,70130,"2,237,684"
Gulf Coast Bank and Trust Company,Orleans,29.975515,-90.099783,LA,70130,"2,237,684"
Gulf Coast Bank and Trust Company,Osceola,28.329617,-81.535052,LA,70130,"2,237,684"
Gulf Coast Bank and Trust Company,Tangipahoa,30.502615,-90.463276,LA,70130,"2,237,684"
Gulf Coast Bank and Trust Company,Orleans,29.923915,-90.086549,LA,70130,"2,237,684"
Gulf Coast Bank and Trust Company,Jefferson,30.01852,-90.239302,LA,70130,"2,237,684"
Gulf Coast Bank and Trust Company,St. Tammany,30.475291,-90.096615,LA,70130,"2,237,684"
Gulf Coast Bank and Trust Company,St. Tammany,30.394814,-90.090269,LA,70130,"2,237,684"
Gulf Coast Bank and Trust Company,Jefferson,30.006087,-90.195664,LA,70130,"2,237,684"
Gulf Coast Bank and Trust Company,Dallas,32.862328,-96.8101,LA,70130,"2,237,684"
Gulf Coast Bank and Trust Company,East Baton Rouge,30.433968,-91.114148,LA,70130,"2,237,684"
Gulf Coast Bank and Trust Company,Jefferson,29.899271,-90.030331,LA,70130,"2,237,684"
Gulf Coast Bank and Trust Company,St. Bernard,29.957054,-89.988594,LA,70130,"2,237,684"
Gulf Coast Bank and Trust Company,Orleans,30.004223,-90.104769,LA,70130,"2,237,684"
First Bank and Trust,St. Tammany,30.441266,-90.083561,LA,70112,"1,164,272"
First Bank and Trust,Tangipahoa,30.487115,-90.482805,LA,70112,"1,164,272"
First Bank and Trust,Tangipahoa,30.726627,-90.510665,LA,70112,"1,164,272"
First Bank and Trust,St. Tammany,30.286238,-89.737935,LA,70112,"1,164,272"
First Bank and Trust,Harrison,30.397316,-88.992979,LA,70112,"1,164,272"
First Bank and Trust,Jefferson,29.870492,-90.048309,LA,70112,"1,164,272"
First Bank and Trust,Livingston,30.396977,-90.543641,LA,70112,"1,164,272"
First Bank and Trust,Jefferson,30.004647,-90.173732,LA,70112,"1,164,272"
