location,latitude,longitude
M&T Bank,43.046491100000004,-76.2391821
Elohim Corporation,40.6455218,-74.0803806
NYCB,40.8273644,-73.82244709999998
Santander Bank,40.779377399999994,-73.4127615
Bank of Greene County,42.255678,-73.7647013
Tompkins Mahopac Bank,41.1608629,-73.86225959999999
Citibank,41.2066536,-73.72990330000002
Chase,40.9121592,-73.30026149999998
TD Bank,40.711597,-73.4293009
Wells Fargo,40.8322304,-73.08913609999998
M&T Bank,42.08076810000001,-79.228616
KeyBank,41.9327619,-74.019684
Kearny Bank,40.5915557,-74.06744510000001
Pioneer Bank,42.8647418,-73.7862143
Chase,40.629531,-74.02229
Chase,40.803583,-73.96655190000001
Champlain National Bank,44.285795500000006,-73.966165
M&T Bank,43.067614299999995,-78.2722191
Webster Bank,40.913570299999996,-73.7773181
Chase,40.9691892,-73.8076344
TD Bank,40.629364,-73.7371668
Sterling National Bank,40.75638259999999,-73.6455726
Nefcu,40.721487100000004,-73.2475728
Five Star Bank,42.866958700000005,-76.98226269999998
Chase,40.7293016,-73.78154649999998
Chase,40.806152600000004,-73.95451170000001
M&T Bank,43.0698367,-75.75350619999998
Chase,40.6312418,-73.64060549999998
KeyBank,42.637513500000004,-79.04929949999998
Santander Bank,40.753239,-73.979139
Chase,40.5762091,-74.16863070000001
Lakeshore Savings,42.3239195,-79.57469880000001
Citibank,40.7592169,-73.9719939
Citibank,40.819530799999995,-73.4110687
Citibank,40.643093,-74.0127753
M&T Bank,42.552844,-75.52407600000001
Hudson Valley Bank,41.0047736,-73.6785227
Capital One,40.700195799999996,-73.9117555
Chase,40.6191705,-74.00902420000001
KeyBank,43.0493767,-76.15038559999998
Popular Community Bank,40.8161402,-73.91858620000001
Community Bank,43.9689162,-75.6219681
Northwest Bank,42.099400700000004,-79.3036417
Bank of America,40.7243401,-73.89880670000001
M&T Bank,40.74198320000001,-73.9532782
Citizens Bank,42.8313737,-78.7886163
Capital One,40.756039,-73.9741415
Joseph Tax and Consulting Services,40.631665000000005,-73.92949519999998
M&T Bank,42.1105708,-73.95664699999998
LNB Lyons National Bank,43.08231370000001,-76.8713079
Central National Bank Canajoharie,42.591546,-74.32385699999998
The Federal Savings Bank,42.864619,-73.7259686
Bank of America,43.091437799999994,-77.51565889999998
Citibank,40.73703039999999,-73.99250669999998
Valley National Bank,40.7093757,-73.870437
Community Bank,43.3247753,-76.4173562
North Country Savings Bank,44.932556,-74.89175000000002
TD Bank,40.95436429999999,-73.71553639999998
SBT Advantage Bank,40.63838579999999,-74.00718619999998
Northwest Bank,42.9085597,-78.8543433
Chase,41.5034114,-74.0612689
TD Bank,40.624418,-74.14153739999998
Chase,40.68481329999999,-73.83034669999998
Ridgewood Savings Bank,40.7052133,-73.3475988
Capital One,40.6842148,-73.37008229999998
TD Bank,40.613442,-74.0335467
Chase,40.7819018,-73.0987689
The First National Bank of Long Island,40.8356114,-73.62016080000001
Santander Bank,40.729406700000006,-73.6359832
E Trade,41.0067107,-73.81015479999998
KeyBank,42.825520000000004,-78.82554300000001
M&T Bank,43.0942736,-75.306916
Capital One,40.7144408,-74.0064908
TD Bank,43.2928286,-73.5860282
Chase,40.970137799999996,-73.7074446
TD Bank,40.8633203,-73.3201612
Chase,43.1021193,-77.4823181
Capital One,40.75589129999999,-73.11459649999998
Citibank,40.739048499999996,-73.6414333
Bank of America,42.7471756,-73.76180550000001
Sterling National Bank,40.7324468,-73.63701400000001
Community Bank,44.9291398,-74.8917847
M&T Bank,42.8864942,-78.87325129999998
Chase,40.641059999999996,-73.665164
Cathay Bank,40.7617565,-73.83156559999998
Northfield Savings Bank,40.632519099999996,-74.0749449
Bank of America,40.644961200000004,-73.63931769999998
Sterling National Bank,41.0477244,-73.9448453
Chase,40.786581,-73.9717309
Bangkok Bank Public,40.7060233,-74.01340400000001
M&T Bank,40.941950399999996,-72.99032159999999
Signature Bank,40.7105974,-73.9649213
KeyBank,42.8308573,-78.7530671
Sterling National Bank,40.633075899999994,-73.9946186
M&T Bank,41.09128,-73.9214235
Chase,40.763529999999996,-73.969768
Five Star Bank,42.94797399999999,-77.6030372
Capital One,40.7802842,-73.80296290000001
Bank of America,40.9414871,-73.8360348
First Niagara,42.517126700000006,-73.61677999999998
HSBC Bank,40.6638474,-73.54675959999999
Signature Bank,40.61301479999999,-74.12000450000001
Roslyn Savings Bank,40.8249335,-73.54209689999998
C F S Bank,40.725241100000005,-73.7234908
TD Bank,40.706900899999994,-73.80461629999998
Chase,40.5778431,-73.9590348
TD Bank,43.496254799999996,-73.77430759999999
Berkshire Bank,42.939513500000004,-75.4619694
Ulster Savings Bank,41.6750276,-74.1328465
TD Bank,40.6975033,-73.3098431
Wells Fargo,41.1359857,-73.79204820000001
Wayne Bank,42.2885691,-74.5613929
Bank of America,42.830095899999996,-78.7529785
Chase,40.765219200000004,-73.96434289999998
Chase,41.227782899999994,-73.90874709999999
Chase,43.1924365,-77.5033108
The Bank Si Bank & Trust,43.20304960000001,-77.5552208
M&T Bank,43.104017,-77.53871170000001
KeyBank,42.8029275,-73.90058509999999
Community Bank,42.82089570000001,-77.66848840000002
Bank of America,40.6250542,-73.9643375
Richmond County Savings Bank,40.63390830000001,-74.12287189999998
Bank of America,43.2112506,-77.4595958
TD Bank,41.655097399999995,-74.68857369999998
Glens Falls National Bank and Trust,44.6957878,-73.4519808
Citizens Bank,43.2094986,-77.60138549999998
Community Financial Services Center (CFSC),40.68427020000001,-73.86179849999998
Sterling National Bank,41.21772500000001,-73.98690549999998
NBT Bank,43.0690911,-75.75998729999998
Evergreen Bank,42.6142249,-73.70339849999999
Bank of America,40.717229700000004,-73.9956876
TD Bank,40.591194200000004,-73.65707009999998
Chase,40.74302400000001,-73.4800297
TD Bank,40.9963864,-73.67059040000001
M&T Bank,43.2525899,-77.69579689999998
Chase,40.7134096,-74.00752309999999
Trustco Bank,42.934396500000005,-73.811947
Chase,40.7588706,-73.91933379999998
KeyBank,42.9360126,-78.89569240000002
Hanvit America Bank,40.760769,-73.8272554
Citibank,40.9346579,-73.9018447
Adirondack Trust Company,43.335417299999996,-73.65254019999998
Citibank,40.5774061,-74.16922190000001
Berkshire Bank,42.858642100000004,-73.76805780000002
Chase,40.837703999999995,-73.882952
KeyBank,42.08059170000001,-79.2299819
Citizens Bank,41.9460206,-73.9018803
TD Bank,40.6664898,-73.4803979
Chase,43.2030758,-77.5646691
Churchville Chili Employees Federal Credit Un Ofc,43.12569999999999,-77.833708
M&T Bank,41.78427680000001,-74.72321339999998
Watertown Savings Bank,43.972004,-75.9132525
Capital One,40.7543864,-73.41419959999999
TD Bank,40.6679723,-73.7075595
M&T Bank,42.1196254,-76.0185642
Bank of America,42.6295514,-73.8094054
Steuben Trust,42.339302200000006,-77.3316061
Citibank,40.6723869,-73.5080128
Investors Bank,40.686673,-73.8247446
HSBC Bank,40.840185,-73.30771990000001
TD Bank,40.602237,-73.9938531
Citizens Bank,43.1257223,-77.5632181
Trustco Bank,41.991235700000004,-73.87980850000002
KeyBank,42.9191113,-78.73537459999999
Chase,40.723076899999995,-73.99920959999999
Salisbury Bank & Trust,41.7338951,-73.5805306
Capital One,40.7566468,-73.96980440000002
Citibank,40.78751,-73.2009204
Community Bank,43.053264299999995,-76.06933199999999
Citizens Bank,42.882214700000006,-78.6977004
Sterling National Bank,40.8658056,-73.85941120000001
Citizens Bank,43.133469899999994,-77.68631459999999
Fast Banking,40.613414899999995,-74.12122049999998
NBT Bank,44.923751,-74.8909747
Chase,40.59893659999999,-73.95370290000001
Bank of America,42.9818057,-78.87289
Generations Bank,42.9574503,-77.05772809999998
Northwest Bank,43.0259739,-78.6961965
KeyBank,42.9664194,-78.6603466
NYCB,40.7228919,-73.5905136
Trustco Bank,42.7831098,-73.96422740000001
Chase,43.0899252,-77.5132565
Chase,40.847057899999996,-73.1698327
Citibank,40.6795344,-73.41686999999999
TD Bank,40.932717100000005,-73.7579444
Queens County Savings Bank,40.729156,-73.8584415
Community Bank,44.926351600000004,-74.07851029999998
Chase,40.8786757,-73.91725079999998
Community Bank,43.24023529999999,-75.45491009999998
Apple Bank for Savings,40.8693459,-73.83092479999998
KeyBank,41.539324900000004,-73.8988717
Bank of America,41.4277231,-74.1656266
Bank of America,43.03129870000001,-76.0512935
KeyBank,42.8638136,-78.2803155
NBL Money Transfer,40.60332879999999,-73.82189559999998
Chase,40.7033782,-74.009675
Santander Bank,40.5499885,-74.15115859999999
Wells Fargo,41.1488758,-73.8294545
Santander Bank,40.616989200000006,-74.03400570000001
Five Star Bank,42.362491999999996,-79.051953
M&T Bank,42.71693270000001,-73.8076791
Citibank,40.810607899999994,-73.50973479999998
Citibank,40.7608274,-73.31378149999999
NBT Bank,44.697052000000006,-73.4951925
Hard Money Brooklyn,40.6233814,-73.98830579999998
Ridgewood Savings Bank,40.6228583,-74.00497390000002
Community Bank,42.6794591,-74.47550509999998
Four Banks Insurance Agency,40.9110119,-73.8169673
Capital One,40.654615299999996,-73.6100642
Citizens Bank,43.027944299999994,-74.99014380000001
Chase,43.0567857,-76.14054990000001
Roslyn Savings Bank,40.7663572,-73.5285835
Bank of America,40.757933200000004,-73.9722189
Wells Fargo,41.3270924,-73.83657029999998
Chase,40.7091365,-73.3061579
Valley Bank,40.8297161,-73.6842017
KeyBank,41.4554043,-74.0586988
Queens County Savings Bank,40.66342969999999,-73.84018329999998
Community Bank,43.457138,-76.5079109
Chase,41.0932581,-74.00010479999999
Bank of America,42.7080979,-73.7780075
KeyBank,42.0838782,-78.42914119999998
Kearny Bank,40.7296162,-73.9544037
Citibank,40.869210700000004,-73.8897637
Community Bank,42.4415718,-76.49656600000002
Wallkill Valley Federal Savings & Loan Assoc,41.6016564,-74.18194390000001
Citibank,40.5889276,-73.66010539999998
Atlantic Bank,40.7773754,-73.52880079999998
Bank of America,40.8377409,-73.8607651
KeyBank,41.6228557,-73.68523630000001
Wells Fargo,41.202977600000004,-73.88494920000001
Canandaigua National Bank & Trust,43.206860799999994,-77.6003089
TD Bank,40.9444652,-72.9450877
Santander Bank,40.8163808,-73.9181725
Chase,40.839329600000006,-73.9406691
Bank of America,40.633219,-74.0208707
NBT Bank,43.0123063,-74.3600761
Western Union Corporation,40.847454799999994,-73.85833149999998
Bank of America,40.8165597,-73.46778590000001
Valley National Bank,40.74208489999999,-73.6964301
Central Bank of China,40.709006200000005,-74.0096581
Bank of America,43.1878997,-77.5847807
Community Bank,44.5988891,-75.1702652
Chase,41.5885352,-73.9070797
Rhinebeck Bank,41.7238417,-73.93115999999998
Glens Falls National Bank and Trust,44.680586,-73.44792939999998
Citibank,41.1268211,-73.71411119999998
TD Bank,42.9044488,-73.6890098
Trustco Bank,41.670601700000006,-73.9285115
Berkshire Bank,42.7321157,-73.7626308
NBT Bank,42.59909520000001,-76.17995880000002
M&T Bank,43.1310876,-77.57024439999998
The First National Bank of Long Island,40.873264500000005,-73.62107739999998
Chase,40.946012100000004,-73.87767240000001
Apple Bank For Savings,40.7513991,-73.97638609999998
Chase,40.8704584,-73.4304058
KeyBank,42.960941,-78.75878
Chase,41.1503021,-73.9395183
Chase,41.226602899999996,-74.28966
Bank of Avoca,42.409983600000004,-77.42165200000001
National Bank of Vernon,43.097953200000006,-75.40016949999998
Lyons National Bank,43.0451096,-77.1117283
Bank of America,40.809843900000004,-73.50230599999998
Signature Bank,40.786055,-73.729823
Trustco Bank,42.9020674,-73.7916103
TD Bank,40.9013725,-73.82559470000001
Chase,41.0784264,-73.85754909999999
Tioga State Bank,42.1599958,-75.89358659999998
Cattaraugus County Bank,42.1634789,-78.97447009999998
Community Bank,43.059563,-76.15673989999998
Santander Bank,40.545561299999996,-74.15927359999998
Massena Savings & Loan Assn,44.9243934,-74.8902257
Community Bank,43.327226700000004,-75.7440311
Capital One,40.722282899999996,-73.99973759999999
Chase,40.8520654,-73.82963829999998
KeyBank,41.1071669,-74.0677857
Bank of Smithtown,40.8333919,-73.1467158
Bank of America,40.7460359,-73.94448059999998
Community Financial Services Center (CFSC),41.056156200000004,-73.81789239999998
Capital One,41.0515349,-73.77007900000001
HSBC Bank,40.9225341,-73.86420090000001
Five Star Bank,42.889866999999995,-78.87338299999999
Santander Bank,40.6241464,-74.1369793
TD Bank,41.78102459999999,-73.9312518
KeyBank,41.0625472,-74.01344089999998
Valley Bank,40.7222671,-73.81917380000002
Rhinebeck Bank,41.6186821,-73.9158203
Ridgewood Savings Bank,40.776435600000006,-73.94934559999999
Five Star Bank,42.9783823,-78.005134
Community Financial Services Center (CFSC),40.6998176,-73.8307433
Jeff Bank,41.6556644,-74.69568509999998
Community Bank,44.685289000000004,-74.9828651
HSBC Bank,40.7462645,-73.71403000000002
Ridgewood Savings Bank,40.7885048,-73.7852863
Community Bank,42.4582613,-79.3152635
Chase,40.78535220000001,-73.72840920000002
Chase,40.740885399999996,-73.69709940000001
Bank of America,40.57768799999999,-73.962351
National Bank of Geneva,42.9142295,-77.30084980000001
Community Bank,43.0535724,-75.8667464
Chase,40.76717590000001,-73.9822468
TD Bank,43.3979928,-73.2655018
Chase,40.768311,-73.963548
Citizens Bank,42.97945989999999,-78.8726319
Sterling National Bank,40.76921189999999,-73.8339574
Canandaigua National Bank & Trust,43.209965999999994,-77.4437083
Community Bank,42.126478399999996,-77.96498670000001
Community Bank,44.595370200000005,-75.16999009999998
Steuben Trust Company,42.46153899999999,-77.77501199999998
Chase,40.82907720000001,-73.41240400000001
TD Bank,40.716565700000004,-73.99627650000001
Citibank,40.7804381,-73.24859219999998
Chase,41.0467131,-73.94475349999998
KeyBank,42.8673786,-78.6981478
M&T Bank,42.8890149,-78.8724995
Santander Bank,40.6294491,-74.0229319
Chase,40.6729852,-73.9761618
Central National Bank,43.139754100000005,-74.9693258
SBT Advantage Bank,40.7601021,-73.8306506
Chase,40.8663187,-73.9207666
Chase,41.5210946,-74.02021069999998
M&T Bank,41.1520083,-74.1897749
Community Bank,42.9544927,-77.04693409999999
Community Bank,42.795973700000005,-77.7911117
Atlantic Bank,40.7619043,-73.9162566
Trustco Bank,43.3312266,-73.6629566
Saratoga National Bank & Trust,43.106109000000004,-73.77162299999998
State Bank of Li,40.8327289,-73.3894275
Citibank,40.6195415,-73.9901423
Santander Bank,40.6272283,-74.0769517
Community Bank,42.75795919999999,-73.78230479999998
BankUnited,40.708806200000005,-73.95965809999998
Capital One,40.8495164,-73.9348421
ATM Systems Solutions Inc,43.064311,-76.1298662
Reliable Data USA,40.7515507,-73.97892209999998
Sterling National Bank,40.6576174,-73.54639139999998
Pioneer Bank,42.75016790000001,-73.76346020000003
Chase,40.6665248,-73.70342149999998
Chemung Canal Trust Company,42.074355,-76.81312299999998
M&T Bank,42.922894899999996,-78.8560811
Valley Bank,40.722972600000006,-73.90174240000002
Chase,40.71841260000001,-73.9886502
KeyBank,41.66745529999999,-74.10598759999998
Community Bank,43.9749544,-75.9394291
Chase,40.590093599999996,-73.972259
EastWest Bank,40.7615579,-73.8267922
Capital One,40.632441799999995,-74.0216418
Wells Fargo,40.743891600000005,-73.6578059
Five Star Bank,42.6102761,-77.40625039999998
Chase,40.763475799999995,-73.97207929999998
NBT Bank,42.606278700000004,-73.7198811
Community Bank,44.749021,-74.99310809999999
Sterling National Bank,40.6181378,-73.9608073
TD Bank,40.7759166,-73.52835340000001
The First National Bank of Long Island,40.8552437,-73.1774883
Atlantic Bank,40.6255958,-74.02443620000001
Trustco Bank,42.7688615,-73.81946020000001
NBT Bank,43.31873289999999,-76.4371922
Sefcu,42.698040999999996,-73.6891448
NYCB,40.7598677,-73.314841
Maspeth Federal Savings,40.707182200000005,-73.8975883
Sterling Natl Bank,40.6915045,-73.7054216
TD Bank,41.3326785,-73.8091438
Evans Bank,42.9645141,-78.68038109999998
KeyBank,42.9764578,-74.18771110000002
Lake Shore Savings,42.484032,-79.3303167
Bank of America,40.707012299999995,-73.69349
Chase,40.8776344,-73.86565920000001
Wells Fargo,41.0205592,-73.84307799999998
Community Financial Services Center (CFSC),40.588074,-73.9550398
Roslyn Savings Bank,40.6633071,-73.52826139999998
Independence Community Bank Agency,40.779377399999994,-73.4127615
Wells Fargo,40.9665741,-73.87319339999998
Citibank,40.6279546,-74.0760463
Bank of America,40.9017183,-73.7915886
Rhinebeck Bank,41.702123799999995,-73.9354001
Chase,43.02546479999999,-77.4378808
Generations Bank,42.97480720000001,-77.3591363
TD Bank,40.764947,-73.8137047
Bank on Buffalo,42.8017269,-78.7523586
TD Bank,40.7802111,-73.98182899999998
KeyBank,42.7155347,-73.8104926
Wells Fargo,41.2163924,-73.721858
Saving Time,43.0414655,-74.8561272
M&T Bank,42.1139453,-75.9530406
Fleet Bank,40.925843799999996,-73.0474
TD Bank,40.76431029999999,-73.95818489999998
M&T Bank,43.0212624,-76.15901190000001
KeyBank,43.029615,-76.01910819999998
Chase,40.6039099,-73.75186240000001
National Bank of Geneva,42.920525700000006,-76.5898642
Community Bank,43.0485289,-76.059044
Bank of America,42.9831027,-78.69745739999998
Citizens Bank,42.6380104,-73.85648160000002
Access Cash International,43.3086635,-76.39212429999998
Capital One,40.9737738,-73.8031979
M&T Bank,42.6598982,-78.08335579999998
Canandaigua National Bank & Trust,43.19900579999999,-77.94347069999998
City National Bank,40.7600249,-73.9724267
TD Bank,40.797278799999994,-72.8665228
Jeff Bank,41.6747412,-74.8266527
Commonwealth Bank of Australia,40.757962,-73.97083559999999
Citibank,40.793312,-73.6961568
NBT Bank,42.59961759999999,-76.20078749999998
Trustco Bank,43.123185299999996,-73.76980040000001
Chase,40.7582169,-73.963397
Northwest Bank,42.9098716,-78.75360189999998
KeyBank,41.112238500000004,-74.1298225
Bank of Millbrook,41.872158,-73.6991685
Citibank,40.8121848,-73.95743409999999
Bank of America,40.759780299999996,-73.83055870000001
NBT Bank,42.5398972,-75.9026126
Citibank,40.842195399999994,-73.30422320000001
Greatbanc Trust Company,40.759624,-73.97873299999998
NBT Bank,43.2244203,-75.48480889999998
First Niagara,42.742650399999995,-78.8686633
First Trade Union Bank,40.807689700000005,-73.2513798
Wells Fargo,40.75210999999999,-74.0016497
Sterling National Bank,40.7542304,-73.78186819999998
Pioneer Bank,42.972360200000004,-73.7939863
Glens Falls National Bank and Trust,43.3062918,-73.65486259999999
Sefcu,43.040677,-78.8231776
Bank of America,41.5890323,-73.9083796
Community Bank,43.7781396,-75.4872673
Chase,40.617003100000005,-73.9110666
M&T Bank,42.47858129999999,-76.48265129999999
Fulton Savings Bank West Fulton Office,43.3205031,-76.43773459999998
TD Bank,44.8903724,-73.4377149
Northfield Savings Bank,40.5272956,-74.2011715
Chase,41.3121981,-73.86969040000001
Five Star Bank,42.6152399,-77.0927343
Popular Community Bank,40.763330100000005,-73.91568269999998
HSBC Bank,40.7055092,-74.01311779999999
SumitomoMitsui Banking,41.5991484,-73.88215129999998
Trustco Bank,42.711501,-73.81851619999998
Suffolk Bancorp,40.9186637,-72.6625595
Roosevelt Savings Bank,40.596068599999995,-73.979525
Bank of Akron,42.9745189,-78.6216523
Chase,40.6456169,-74.01304509999999
Walden Federal,41.52551029999999,-74.2302215
NBT Bank,43.4616145,-76.4837277
Chase,40.7442073,-73.6100642
EastWest Bank,40.7169752,-73.99881789999998
Oneida Savings Bank,42.82427939999999,-75.542113
M&T Bank,43.00300790000001,-75.9806571
Alliance Bank,43.0025211,-75.98102420000001
Trustco Bank,43.48702610000001,-73.75923139999998
Chase,40.630719899999995,-73.9767816
Bank of America,41.063865899999996,-73.8412022
Trustco Bank,42.3498029,-73.6033471
Bank of America,43.0819948,-73.78726850000002
Signature Bank,40.7814134,-73.43846239999998
Chase,40.6931626,-73.9836502
M&T Bank,42.9375235,-78.81302269999998
TD Bank,40.788622,-73.6515514
TD Bank,40.6867429,-73.823481
NYCB,40.759780299999996,-73.4233618
KeyBank,42.7479898,-73.637294
National Bank of Geneva,42.9724989,-77.8538263
National Bank of Coxsackie,42.6070759,-73.791129
Pioneer Bank,42.649649100000005,-73.7532679
KeyBank,43.1448141,-77.7330027
Citizens Bank,43.0863545,-77.62878459999999
Trustco Bank,42.8194749,-73.7740548
Queens County Savings Bank,40.6087355,-74.15343229999998
People's United Bank,40.9455931,-73.07181750000001
Tompkins Bank of Castile,43.208503,-78.38771109999998
Emigrant Savings Bank,40.8413774,-73.63520129999998
Ballston Spa National Bank (BSNB),43.1200644,-73.7696194
Richmond County Savings Bank,40.61287670000001,-74.15927359999998
First Republic Bank,40.757786100000004,-73.97430899999998
Chemung Canal Trust Company,42.1188558,-76.82339689999998
Savoy Bank,40.7575596,-73.97845040000001
Sterling National Bank,40.8244722,-73.5026218
Chase,41.064331,-73.862083
Community Bank,43.175570799999996,-76.105964
Queens County Savings Bank,40.619287400000005,-74.06819449999998
Chemung Canal Trust Company,42.4445021,-76.48217829999999
Community Bank,42.4656852,-78.1134567
M&T Bank,42.9290455,-78.753681
People's United Bank,40.8333244,-73.3666329
People's United Bank,40.9455924,-72.84266269999998
Citibank,40.9322199,-73.7591625
Citibank,40.93977830000001,-73.8327561
KeyBank,40.953671500000006,-73.815649
Capital One,40.7615726,-73.96625809999998
Citizens Bank,42.7554428,-73.7593234
People's United Bank,40.761381899999996,-73.2966222
People's United Bank,40.78367799999999,-73.10854350000001
Trustco Bank,41.151314500000005,-73.82869629999998
M&T Bank,41.73577179999999,-73.58105959999999
Canandaigua National Bank & Trust,43.0832914,-77.6070256
Five Star Bank,42.8570524,-76.9988444
Capital One,40.644888,-74.01015869999998
Bank of America,43.0885568,-77.64325339999998
Chase,40.71851849999999,-73.7360885
Cooperative Federal,43.03831830000001,-76.11878990000001
M&T Bank,41.5964469,-73.91037759999998
Wells Fargo,40.6232944,-73.6413085
NBT Bank,42.5976091,-74.3343234
Walden Savings Bank,41.546505700000004,-74.00928640000001
Citibank,40.7507849,-73.9736235
KeyBank,40.740573499999996,-73.98872399999998
Capital One,40.73699620000001,-73.71087399999998
Citibank,40.856702,-73.39052769999998
KeyBank,44.9320207,-74.8927429
Chase,40.7910663,-73.9425625
Citibank,40.775937,-73.955782
M&T Bank,41.4220646,-74.4334647
KeyBank,43.9744419,-75.95387629999998
Bank of America,40.6320441,-73.9473271
KeyBank,42.7664304,-78.6309785
NBT Bank,43.056918599999996,-74.324058
HSBC Bank,40.7521111,-73.9823202
Capital One,40.713358299999996,-73.5725944
TD Bank,41.6162836,-73.91499350000001
Steuben Trust Company,43.0829691,-77.6080891
Chase,40.7390124,-73.63987409999999
Citizens Bank,42.919169399999994,-78.7360805
Bank of America,40.715274900000004,-73.9969198
TD Bank,40.71643419999999,-73.74256820000001
People's United Bank,40.6669876,-73.40632629999999
Citibank,40.772113700000006,-73.95259949999998
KeyBank,41.4313919,-74.422472
Bank of Smithtown,40.901207799999995,-73.0898239
Citibank,40.713367299999994,-73.8750391
Trustco Bank,42.9652773,-74.18612879999998
Chase,40.6958108,-73.74636070000001
Investors Bank,40.7088859,-73.96018269999998
KeyBank,43.0017649,-78.74009790000001
Chase,40.75801269999999,-73.6891448
Chase,40.6750666,-73.47743679999998
UBS,40.75783870000001,-73.97644199999998
Watertown Savings Bank,43.9773194,-75.9411075
Investors Bank,40.7006631,-73.9004834
Adirondack Trust Company,43.0229928,-73.83801179999998
HSBC Bank,40.9747362,-73.83414119999998
Community Bank,42.1517864,-77.10667099999998
Chase,40.779204799999995,-73.72227170000001
TD Bank,40.8864682,-73.1578712
Community Bank,42.0927278,-79.23791220000003
Bank of America,43.0999774,-77.4422739
Valley Bank,40.7801367,-73.9527208
Lyon's National Bank,43.0264446,-77.09118939999998
KeyBank,43.12116839999999,-77.61946850000002
Chase,40.6983922,-73.83412159999999
M&T Bank,43.1302217,-77.4398476
Chase,40.760301,-73.97219709999999
Apple Bank For Savings,40.94103630000001,-73.106146
KeyBank,43.973906299999996,-75.9115283
Pioneer Savings Bank,42.868712200000004,-73.82242409999998
Wells Fargo,40.7660098,-73.9822591
TD Bank,40.8794834,-73.90929820000001
Chase,43.0925078,-76.1709314
Chase,40.7071075,-73.6746831
Chase,40.7557635,-73.97737159999998
Pathfinder Bank,43.643213,-76.06933199999999
Citibank,40.760591600000005,-73.83028469999998
People's United Bank,40.8449624,-73.2712148
Astoria Federal Savings & Loan Association,40.7592208,-73.69896159999998
TD Bank,40.70693970000001,-73.8352377
KeyBank,43.0766859,-75.2948614
Tompkins Trust Company,42.500752,-76.29865720000001
People's United Bank,40.70670579999999,-73.3013033
Trustco Bank,42.988635200000004,-73.8516927
Pioneer Bank,42.7430119,-73.6459385
Tompkins Trust Company,42.60013970000001,-76.18081920000002
Community Bank,42.6622954,-77.0541527
Trustco Bank,43.319297399999996,-73.5711452
TD Bank,40.7136274,-73.8720908
Citizens Bank,42.697964299999995,-73.8922572
The First National Bank of Groton,42.704905100000005,-76.42107890000001
Community Bank,43.78236889999999,-74.26822949999998
Chemung Canal Trust Company,42.42857470000001,-76.50848509999999
Cattaraugus County Bank,42.3642269,-79.0555948
Wells Fargo,41.0550822,-73.76594229999998
M&T Bank,43.081731700000006,-77.630299
Citibank,40.6312838,-74.02761939999998
Wells Fargo,41.6156565,-73.91583159999998
Chase,40.7666169,-73.9869981
Chase,40.814791299999996,-73.47671559999998
Chase,40.6382768,-74.00634840000001
Community Bank,42.265505600000004,-74.92327490000001
Capital One,40.9247286,-73.83662240000001
Astoria Federal Savings Bank,40.831772799999996,-73.0347628
Valley National Bank,40.722972600000006,-73.90174240000002
Flushing Bank,40.7317026,-73.63678809999998
Bank of America,40.7577604,-73.5877074
Citibank,40.70806339999999,-73.6794194
Five Star Bank,43.0679678,-77.61049589999998
Maple City Savings Bank,42.326752,-77.659739
HSBC Bank,40.5761659,-73.96806190000002
Roslyn Savings Bank,40.7529798,-73.69873170000001
Community Bank,42.9048222,-74.58252979999999
Chase,40.7785989,-73.24644959999998
TD Bank,40.5950126,-73.99957690000001
NBT Bank,43.079218299999994,-75.64267509999998
Santander Bank,40.566113,-74.1135812
Berkshire Bank,43.0430071,-74.85971370000001
Glens Falls National Bank and Trust,43.2866805,-73.6396166
Chase,40.648019,-73.9066342
Valley Bank,40.629446200000004,-74.02887609999998
Cayuga Bank,43.2325565,-75.43879040000002
Richmond County Savings Bank,40.63474739999999,-74.1358908
Chase,40.7456803,-73.8257062
Chase,40.7497124,-73.9747828
The Adirondack Trust Company,43.3118093,-73.64545759999999
Sterling National Bank,40.7534496,-73.9893388
TD Bank,40.836510600000004,-73.61591609999998
Five Star Bank,42.5221369,-76.9759624
First New York,43.0429099,-76.1519724
Paragon Mortgage Bank,40.7133412,-73.63478740000001
Citizens Bank,41.65320699999999,-73.87525889999998
Chase,40.837284600000004,-73.8608813
Tompkins Bank of Castile,42.53309060000001,-78.44131159999999
Pioneer Bank,42.6932588,-73.8748372
Tompkins Bank of Castile,43.2500536,-77.69582659999998
TD Bank,40.8996953,-73.3296498
M&T Bank,43.1355911,-76.2232427
Northfield Savings Bank,40.565554600000006,-74.1127782
Canandaigua National Bank & Trust,42.85858409999999,-76.9942548
Bank of America,42.9622456,-78.74695659999998
Chase,40.710989500000004,-74.0162227
Bank of America,41.9705661,-73.98922409999999
Bank of America,40.6699247,-73.9425262
Walden Savings Bank,41.5258968,-74.19911040000001
Hudson Valley Bank,41.054362100000006,-73.81757619999998
Genesee Regional Bank,43.102142,-77.536689
Community Bank,42.7651242,-78.7435248
Bank Negara Indonesia New York Agency,40.706826299999996,-74.0130305
Community Bank,43.045062200000004,-77.0946451
Investors Bank,40.618171600000004,-73.96045819999998
Bank of America,40.8026999,-73.94962120000001
Citizens Bank,42.6822285,-73.84277929999999
M&T Bank,41.934796500000004,-74.0233564
Central National Bank,42.679367600000006,-74.47861879999999
Bank of America,40.69647190000001,-73.3079843
M&T Bank,42.83230820000001,-78.8041646
Chase,41.136008700000005,-73.79149749999998
