location,latitude,longitude
HSBC Bank,40.7161064,-73.99646779999998
People's United Bank,40.7510778,-73.99120500000001
Chase,40.8101924,-73.92805779999998
Chase,40.759004,-73.890466
People's United Bank,40.876648100000004,-72.53312259999998
Citibank,40.591824100000004,-74.08715149999998
M&T Bank,40.7811793,-73.0978007
Bank of America,40.7048215,-74.00756209999999
NYCB,40.74475400000001,-73.59171769999998
Merchant Industry,40.7595044,-73.92716440000001
M&T Bank,43.1714347,-79.0314506
Chase,40.684975,-73.8445194
Chase,43.048776399999994,-76.2326583
TD Bank,40.9608421,-73.8405645
Chase,40.7023063,-73.9871343
Astoria Federal Savings,40.9443387,-72.84762459999999
Evans Bank,42.7308206,-78.84344329999998
Sterling National Bank,40.92402209999999,-73.04564690000002
Fulton Savings Bank Main Office,43.322825099999996,-76.41669590000001
Bank Of Greene County Operations Department,42.214811600000004,-73.8631095
KeyBank,42.5727217,-76.21744819999998
Chemung Canal Trust Company,42.061172799999994,-76.80887539999998
Santander Bank,40.63299689999999,-73.9837469
KeyBank,42.9798434,-78.8160223
Chase,41.1119728,-74.11486579999998
Wells Fargo,40.6209215,-73.7253063
Chase,40.770602000000004,-73.9618277
Sefcu Niskayuna,42.7825881,-73.89358929999999
Citibank,40.971907,-73.80559269999998
M&T Bank,41.142393,-73.86304059999998
TD Bank,40.751237599999996,-73.99070809999998
Roslyn Savings Bank,40.749784000000005,-73.3242377
Putnum County Savings Bank,41.542495,-73.90174250000001
Tompkins Trust Company,42.4366846,-76.46283830000002
TD Bank,41.1378092,-73.99122120000001
PNC Financial Services,40.8487158,-73.93696539999998
TD Bank,40.75516409999999,-73.55892970000001
M&T Bank,42.25275509999999,-79.5024189
Adirondack Trust Company,42.9724599,-73.7931411
Ulster Savings Bank,41.6986276,-73.88826929999998
Chase,41.1012112,-74.0463067
Chase,40.6028606,-73.9932413
Tioga State Bank,42.0972343,-75.8888861
Chase,41.23931779999999,-74.3798329
Citibank,40.7620224,-73.97100499999998
KeyBank,44.6977435,-75.49147559999999
Citibank,40.8021925,-73.52828439999998
TD Bank,40.848901500000004,-73.1686836
Community Bank,43.9723531,-74.4207469
Community Bank,42.3539293,-77.6608158
Sterling National Bank,41.0977269,-74.0133316
M&T Bank,43.1722055,-76.0821871
TD Bank,40.7430964,-73.321474
Ballston Spa National Bank (BSNB),42.9295848,-73.66706049999998
Chase,40.916699799999996,-72.66274419999998
Chase,41.2266846,-73.9865153
Chase,41.0225499,-73.7587028
Evans Bank,42.685788200000005,-78.77593370000001
Bank of America,40.7869391,-73.7277885
Bayridge Consumer Federation,40.6082028,-74.0615213
Citizens Bank,43.10221019999999,-77.54169990000003
Alden State Bank,42.895287700000004,-78.6449698
Lyons National Bank,42.65936629999999,-77.05550190000001
KeyBank,43.787857200000005,-75.49359240000001
KeyBank,43.0254843,-76.1448662
Citibank,40.6090585,-73.95816529999998
Bank Of Greene County,42.2479258,-73.78310909999998
Groovecar Inc,40.8077493,-73.25488159999998
TD Bank,40.779847100000005,-73.959294
Modern Bank,40.764232299999996,-73.97222009999999
Citibank,40.7285938,-73.99882590000001
Chase,40.724931,-73.99202
Chase,40.830519200000005,-73.82644479999998
Chase,40.626493599999996,-73.7369599
Berkshire Bank,42.6489713,-73.697722
Sterling National Bank,40.78137279999999,-73.65730239999998
Five Star Bank,43.106106,-77.745074
Bank of America,40.7496096,-73.98838090000002
HSBC Bank,40.876514799999995,-73.8473862
Bank of America,40.8275959,-72.99389659999999
People's United Bank,40.85947840000001,-73.07895490000001
M&T Bank,42.980869,-78.59239290000001
Northwest Bank,43.0388099,-78.8230667
TD Bank,41.454009,-74.38048359999998
Valley Bank,40.617632799999996,-73.9621113
Community Financial Services Center (CFSC),40.579987,-73.83602409999999
Citizens Bank,43.3123386,-73.64656140000001
Rhinebeck Bank,41.533313,-73.90507079999998
People's United Bank,40.576710999999996,-74.16701859999998
KeyBank,43.2112506,-77.4595958
First Commercial Lenders,40.8426607,-73.32953459999999
HSBC Bank,40.82874030000001,-73.8761564
TD Bank,40.791682,-73.4162013
KeyBank,43.0884033,-78.9800363
Berkshire Bank,43.33275070000001,-73.65679420000001
TD Bank,40.7498558,-73.42110579999998
People's United Bank,40.880117,-73.399241
Queens County Savings Bank,40.693616299999995,-73.8515089
M&T Bank,42.8726006,-78.81990340000002
Generations Bank,42.911446999999995,-76.7968994
Community Bank,42.710512200000004,-76.4216224
Chase,41.43517070000001,-74.0363125
Nrf Funding,40.6578727,-73.5783223
Santander Bank,40.7530627,-73.65736899999999
Community Bank,42.455205,-75.061691
Corning Fcu,42.1606473,-77.12554540000001
KeyBank,43.2387033,-78.90975429999999
Citibank,40.775487899999995,-73.82394049999998
HSBC Bank,40.6334136,-73.947968
Chase,40.7681281,-73.7907816
M&T Bank,42.772194799999994,-78.74547290000001
Compass Mortgage,43.972004,-75.9132525
Citizens Bank,43.1978053,-77.94435750000002
Wyoming County Bank,42.8442742,-77.7065306
M&T Bank,41.331337,-74.1924959
Chase,40.863981,-73.04905759999998
Medina Savings & Loan Assn,43.2063924,-78.4004418
Wells Fargo,40.732641,-74.0000623
Wells Fargo,41.1289242,-73.71289279999998
NBT Bank,43.2992352,-73.637064
Chase,41.0944408,-74.0058663
Citibank,40.8215953,-73.81916149999998
Chase,40.850122600000006,-73.9353251
TD Bank,40.85774260000001,-73.88414990000001
Chase,41.1152092,-74.1514755
Investors Bank,40.7536537,-73.6283711
Bank of America,40.7427494,-73.9767267
Ponce De Leon Federal Savings Bank,40.839800399999994,-73.9171752
Bank of America,40.964248299999994,-72.185437
Capital One,40.7444019,-73.3220958
Chemung Canal Trust Company,42.16214179999999,-76.8751138
Sterling National Bank,41.397535999999995,-74.33576699999998
Community Resource FCU,42.6544429,-73.69503030000001
Sterling National Bank,40.890281099999996,-72.9041368
Hometown Bank of the Hudson Valley,41.5609124,-74.1902027
M&T Bank,40.6755732,-73.89606979999998
Valley Bank,40.6836653,-73.8342937
Community Bank,44.978441,-73.44362199999998
Sterling National Bank,41.4683479,-74.37321440000001
M&T Bank,43.0369351,-76.43854809999998
Community Financial Services Center (CFSC),40.6415831,-73.9814756
Citibank,40.9524476,-73.7262025
Citibank,40.750403600000006,-73.9826645
TD Bank,41.2224498,-73.98405890000001
Five Star Bank,42.0978124,-79.2452251
TD Bank,40.638593,-73.7016513
Chase,40.7660473,-73.0124395
KeyBank,43.209639700000004,-77.70295290000001
Citizens Bank,43.1550225,-76.12361469999998
Greenpoint Bank,40.7550778,-73.6953752
Tupper Lake National Bank,44.2381541,-74.4775587
Citizens Bank,43.030542100000005,-77.4411724
TD Bank,40.64054539999999,-73.9059633
KeyBank,43.0791614,-75.75156390000001
KeyBank,42.70772410000001,-73.7779003
TD Bank,40.6698245,-73.43215529999998
Bank Of Greene County,42.2165796,-73.86416609999998
Chase,40.776804399999996,-73.52862950000001
M&T Bank,42.9027104,-73.79147999999998
EastWest Bank,40.759193700000004,-73.83156140000001
M&T Bank,42.6494231,-73.752684
M&T Bank,42.9650703,-78.78975729999998
Northwest Bank,42.965534399999996,-78.87006720000001
Chase,40.7282899,-73.27943859999998
M&T Bank,41.4394689,-74.36979579999998
KeyBank,42.81407960000001,-73.9434761
Trustco Bank,41.01287749999999,-73.84516629999999
Trustco Bank,42.86065749999999,-73.7815444
Santander Bank,40.630775899999996,-74.10541409999998
M&T Bank,42.5092255,-78.6663561
Trustco Bank,42.813674,-73.94383499999998
Glens Falls National Bank and Trust,43.32719960000001,-73.6660837
Bank of America,40.6391526,-73.70151340000001
Chase,40.618280799999994,-74.03288049999998
Bank of America,40.5880992,-73.95467239999998
Sure Payment Solutions,40.75251179999999,-73.99150990000001
Lawsuit Loans and Cash Advances,40.7235722,-73.98255449999998
KeyBank,42.6429886,-73.6996488
Pioneer Savings Bank,42.7308723,-73.70087699999998
Chemung Canal Trust Company,42.9468667,-76.54941020000001
M&T Bank,43.1476356,-78.6962428
Chemung Canal Trust Company,42.144897,-77.06026899999998
Rome Savings Bank,43.21111,-75.45764090000002
Bank of America,40.715092,-74.011511
Bank of America,40.925843799999996,-73.0474
Walden Federal,41.5611209,-74.1878814
M&T Bank,40.8065105,-72.943238
M&T Bank,42.150309,-76.83288139999998
Chase,40.940786100000004,-73.83542779999998
Citibank,40.667744299999995,-73.47579509999998
Wells Fargo,40.747626700000005,-73.98348469999998
M&T Bank,42.797376299999996,-78.8249475
Chase,40.680038399999994,-73.94532939999998
LNB Lyons National Bank,43.21896479999999,-76.8144478
Farmers'production Credit Association,42.256037299999996,-79.5032975
First State Bank,42.3047225,-77.6553873
Citibank,40.716565700000004,-74.00875090000001
Chase,40.8077493,-73.25488159999998
Chase,40.6193105,-73.9169455
Citizens Bank,41.522517799999996,-74.0702665
NBT Bank,41.9551595,-75.2818566
Orange County Trust Co,41.449760999999995,-74.38089579999998
KeyBank,42.24788780000001,-73.78047690000001
KeyBank,43.0693321,-76.1071916
Bank of America,40.656501399999996,-73.54887649999998
M&T Bank,43.0400907,-76.275337
Citibank,41.165141399999996,-73.8482928
Community Bank,42.0388428,-78.3411296
Chase,40.9058718,-73.90407590000001
TD Bank,40.9359249,-73.01474569999998
Bridgehampton National Bank,40.63608920000001,-73.63980059999999
Wilber National Bank,42.8654878,-73.75155500000001
Bank of America,40.8255638,-73.9212398
Citizens Bank,43.211524,-77.43295630000001
Arista Funding,40.9266919,-73.8649471
Premier Nationa L Bank,41.4077485,-74.316069
Richmond County Savings Bank,40.58445640000001,-74.0947688
KeyBank,43.0907748,-75.221424
KeyBank,43.0424941,-76.13586670000001
People's United Bank,40.92202839999999,-73.7731585
KeyBank,42.93897,-74.19285289999998
Community Financial Services Center (CFSC),40.8338675,-73.9286537
Chase,40.750718,-73.86340899999998
Chemung Canal Trust Company,42.0073874,-76.5350496
Nefcu,40.7540102,-73.68706800000001
Community Bank,44.6713348,-74.986317
Chase,40.8000929,-72.7930614
Citibank,40.8335032,-73.8516927
Sterling National Bank,40.7447404,-73.90396919999998
Citibank,40.77707589999999,-73.5289056
Community Bank,42.0769514,-78.46817370000001
M&T Bank,40.927089,-72.6908268
Western Division Fcu,42.4791809,-79.33460780000001
UBS,40.7862115,-73.5466119
Community Bank,42.3293093,-77.6604822
Rochester & Monroe County Employees Federl Crdt Un,43.1623302,-77.58321
Community Financial Services Center (CFSC),40.723940899999995,-73.9791948
M&T Bank,42.66347639999999,-74.31280559999998
M&T Bank,42.9886402,-78.69628709999998
Sterling National Bank,41.2541157,-74.360351
Chase,40.7771434,-73.5653711
Chase,43.1516489,-76.12397709999998
Wells Fargo,40.822388700000005,-73.5017537
Pioneer Bank,42.7890485,-73.69091499999998
Astoria Federal Savings & Loan Assn,40.707178799999994,-73.67551329999998
Investors Bank,40.636370899999996,-73.99100609999998
Chase,40.7837561,-73.5023416
Northwest Bank,42.967192600000004,-78.6961321
KeyBank,42.677022799999996,-74.487433
TD Bank,40.7647778,-73.963948
Pathfinder Bank,43.4547102,-76.52757799999998
Chase,40.5450977,-74.16191119999998
Sterling National Bank,40.7754224,-73.9102237
Community Bank,44.84949899999999,-74.29186279999998
KeyBank,42.255678,-73.7647013
TD Bank,40.5903022,-73.96091740000001
Chase,40.758971,-73.9676025
Chase,40.721390899999996,-73.76009090000001
M&T Bank,43.1217949,-77.59386500000001
Chase,40.823066499999996,-73.84867690000002
KeyBank,41.54014129999999,-73.83857059999998
Community Bank,42.087396000000005,-76.80960809999998
KeyBank,43.285630499999996,-77.7911117
Trustco Bank,42.716008,-73.93240990000001
TD Bank,40.77579950000001,-73.9106532
Chase,40.993205700000004,-73.66891190000001
Valley Bank,40.7555013,-73.55688219999998
Sterling National Bank,41.196514799999996,-73.96596740000001
UBS,40.760101899999995,-73.98181729999999
Community Bank,44.23715079999999,-76.0795526
North Country Savings Bank,44.69675720000001,-75.490702
Chase,40.866088299999994,-73.83839429999998
Wells Fargo,40.7239205,-73.9930234
HSBC Bank,40.808850299999996,-73.88192159999998
Roslyn Savings Bank,40.6382133,-73.70169729999998
Rhinebeck Bank,41.553738700000004,-73.7902381
Nefcu,40.707020299999996,-73.66369240000002
NBT Bank,42.9315529,-74.6235964
TD Bank,40.7546848,-73.8962219
Citibank,40.794327200000005,-73.4706628
M&T Bank,42.5988525,-76.2027421
KeyBank,42.981274400000004,-78.8591162
Korean Development Bank,40.757672,-73.9742188
Roslyn Savings Bank,40.68318259999999,-73.4301296
TD Bank,40.6517227,-73.9727813
Citizens Bank,43.1212025,-77.59220859999998
Citibank,40.7853732,-73.7294895
Chase,40.8121227,-73.1880157
Santander Bank,40.5638237,-74.1320246
Chase,40.6268796,-74.0755559
Northwest Bank,42.9960044,-78.8219387
Lyons National Bank,43.0601384,-76.9928599
M&T Bank,42.95084629999999,-78.78313670000001
Sterling National Bank,40.7861001,-73.7259531
Bank of America,40.904005600000005,-73.8673439
Valley National Bank,40.62085709999999,-73.98809920000002
TD Bank,40.8718701,-72.5408403
Northwest Bank,43.024393200000006,-78.9663588
Queens County Savings Bank,40.726018599999996,-73.71944659999998
Rhinebeck Bank,41.988007,-73.8804516
Bank of America,40.990630100000004,-73.80730559999998
M&T Bank,42.695306099999996,-73.63934069999998
TD Bank,40.680437100000006,-73.9460165
Chase,43.455903799999994,-76.5113375
M&T Bank,40.713188200000005,-73.428936
Chase,40.7141348,-73.7778553
KeyBank,43.1585934,-76.3314963
State Bank of L I,40.754560600000005,-73.4204843
Lake Shore Savings Bank,42.977388299999994,-78.87227840000001
KeyBank,42.73469179999999,-73.8528193
KeyBank,42.907142799999995,-78.7756902
Walden Savings Bank,41.4260789,-74.1517396
Chase,40.8245509,-73.41171329999999
Chase,40.700846999999996,-73.89591170000001
M&T Bank,43.101447,-77.5169235
Citizens Bank,43.0481641,-76.2354168
Bank of America,40.766883,-73.52559240000001
Sterling National Bank,40.831772799999996,-73.0347628
Long Island Fcu,40.79519519999999,-73.28439949999998
Sterling National Bank,41.7178554,-74.3951008
M&T Bank,42.9501791,-78.9043006
Capital One,40.89370770000001,-73.8574816
United Commercial Bank,40.7265398,-73.700091
Signature Bank,40.7085227,-74.01121459999999
Bank of America,41.06316810000001,-72.42980779999998
Chase,40.624043,-74.1378968
Chase,43.04301029999999,-76.13632129999998
People's United Bank,40.890367100000006,-73.0143767
Bank of America,40.599198200000004,-73.9505396
Santander Bank,40.596211,-74.08531599999998
Citibank,40.7556476,-73.97138659999999
Bank of America,40.854013200000004,-73.18691820000001
TD Bank,40.722395399999996,-73.57731009999998
Chase,40.806227299999996,-73.52072700000001
TD Bank,40.759257299999994,-73.91900600000001
TD Bank,41.5029063,-74.04530279999999
Chase,40.7541266,-73.98725739999998
Community Bank,43.698704600000006,-73.9854593
Community Bank,42.162116499999996,-78.97634769999998
HSBC Bank,40.70587250000001,-73.34671440000001
Citibank,40.7651145,-73.77153659999998
Northwest Bank,43.0968852,-79.05448620000001
Citibank,40.7291458,-73.7026403
Community Financial Services Center (CFSC),40.7897463,-73.9432908
Chase,40.577738200000006,-73.9598134
Capital One,40.7652225,-73.9822756
Five Star Bank,43.1145994,-77.61112109999998
Santander Bank,40.63503920000001,-73.99180150000001
HSBC Bank,40.777074600000006,-73.98247490000001
Chase,40.7422169,-73.6595535
Lake Shore Savings,43.0046276,-78.69549690000001
Mahopac Bank,41.578771,-73.8107148
Citibank,40.65807059999999,-73.5468516
TD Bank,41.003769,-73.6812588
Trustco Bank,42.8131213,-73.98185129999999
KeyBank,41.420202,-73.5770314
Glens Falls National Bank and Trust,44.7043318,-73.49653149999999
TD Bank,40.770180200000006,-73.50074120000001
Rome Savings Bank,43.2285411,-75.49104419999998
Bank of America,40.6559752,-73.86825209999998
Glens Falls National Bank and Trust,43.3170205,-73.57565389999998
Community Bank,42.079638200000005,-78.43020729999998
Chase,40.7240588,-73.8983652
KeyBank,42.7839561,-73.67255809999999
Citibank,40.7756921,-73.9839968
Community Bank,42.121512599999996,-77.94794909999999
Chase,40.657107399999994,-73.5820143
Capital One,40.816435,-73.91783290000001
Chase,40.8771886,-72.52515059999999
Lyons National Bank,42.907188399999995,-76.8363281
Community Financial Services Center (CFSC),40.868597799999996,-73.8885885
Chase,40.5760489,-73.9671163
HSBC Bank,40.6567664,-73.64189329999998
TD Bank,40.744465600000005,-73.65697809999999
Chase,40.760101899999995,-73.98181729999999
Citibank,40.79899820000001,-73.6609331
Popular Community Bank,40.6289648,-73.91821750000001
KeyBank,43.1858326,-76.2402627
Bank of America,41.4558593,-74.0559541
Bank on Buffalo,43.087906700000005,-78.98214999999998
Glens Falls National Bank and Trust,43.4168938,-73.4867726
M&T Bank,43.1687711,-78.6915313
Pathfinder Bank,43.4618049,-76.4820865
State Bank of Long Island,40.781896,-73.0954031
Citizens Bank,43.134972,-76.22424819999998
Sefcu,42.6911119,-73.833316
Santander Bank,40.65011330000001,-73.95841490000001
Bank of America,40.8117083,-73.0820543
Wells Fargo,40.93331129999999,-73.89818269999998
Chase,40.842632200000004,-73.5348878
Chase,40.8395646,-73.3150022
Gouverneur Savings & Loan,44.33446970000001,-75.4678215
HSBC Bank,40.83747020000001,-73.86143670000001
M T B Bank,40.760082000000004,-73.977661
Signature Guarantee Group,40.6302372,-73.7089388
Connectone Bank,41.4484859,-74.3843509
M&T Bank,41.08457569999999,-74.0551189
Chase,40.683679600000005,-73.5398574
Lake Shore Savings,42.0963765,-79.2901693
Signature Bank,40.6579255,-73.64473170000001
Citibank,40.755199299999994,-73.55587
Queens County Savings Bank,40.7228082,-73.8200249
TD Bank,40.727406099999996,-74.00605
Trustco Bank,42.2179541,-73.86536059999999
Greene County Savings Bank,42.33128809999999,-73.7899542
Tompkins Trust Company,42.47871,-76.48183809999998
NBT Bank,42.10465740000001,-76.0476673
Citibank,40.7475891,-73.986913
Chase,40.7601083,-73.26239179999999
Sefcu,43.1625793,-76.11924520000001
Citibank,40.6559296,-73.93107690000001
Chase,41.3444934,-73.7581253
Capital One,40.8002732,-72.86890190000001
Pioneer Savings Bank,42.7890485,-73.69091499999998
Capital One,40.828762,-73.41013099999998
Citibank,40.835224,-73.6183772
NBT Bank,43.0877759,-76.0801184
Roslyn Savings Bank,40.834678600000004,-73.38491479999998
Five Star Bank,42.5287594,-78.4790572
Chase,40.595953,-73.96146850000001
Empower FCU,43.10750669999999,-76.1528314
TD Bank,40.7123031,-73.90066309999999
Capital One,40.6755179,-73.47236590000001
Community Bank,44.9890924,-74.49457989999998
TD Bank,40.7275923,-73.228663
Capital One,40.7654649,-73.0127854
Chase,40.738024700000004,-73.86023809999999
Sterling National Bank,40.690944099999996,-73.47811949999998
Ridgewood Savings Bank,40.70137020000001,-73.8902131
Wyoming County Bank,42.70880220000001,-78.45390239999998
Roslyn Savings Bank,40.6709989,-73.4178262
NBT Bank,42.648891600000006,-74.96405240000001
Chase,40.675852899999995,-73.97115229999999
Bank of America,40.63587929999999,-73.9908476
M&T Bank,43.1478732,-77.70688840000001
Santander Bank,40.5163176,-74.23336239999998
TD Bank,40.8262232,-73.82120640000001
Chemung Canal Trust Company,42.9308112,-76.56733620000001
TD Bank,41.6977718,-73.9086015
Ballston Spa National Bank (BSNB),43.125945200000004,-73.8469144
M&T Bank,43.143098200000004,-77.18879709999999
Chase,40.56655,-74.113244
Community Bank,42.5093661,-78.6675748
Valley National Bank,40.7229368,-73.90173709999998
Community Bank,42.15646339999999,-77.7955324
Brooklyn Federal Savings Bank,40.691405200000005,-73.991372
Chase,40.725030600000004,-73.7209845
TD Bank,40.7430495,-73.97658369999998
Chase,40.830879100000004,-73.6906391
The Bank Of Greene County,42.21268209999999,-73.8798161
Bank of America,40.6956052,-73.74721109999999
TD Bank,41.126150200000005,-73.784419
Investors Bank,40.730108,-73.9539191
KeyBank,43.1554109,-76.12205279999998
Savannah Bank Na,42.9043815,-76.86457399999998
Atlantic Bank,40.976955100000005,-73.8309938
Chase,40.92725730000001,-73.85684040000001
Hometown Bank of the Hudson Valley,41.317539700000005,-74.170007
Sterling National Bank,40.6775419,-73.66801509999998
Citibank,40.8626326,-73.8984813
Citizens Bank,43.069825200000004,-77.43936009999999
Five Star Bank,43.248016899999996,-78.19398079999998
TD Bank,42.6142249,-73.70339849999999
Chase,40.7894075,-73.4148022
Richmond County Savings Bank,40.61578739999999,-74.10339520000001
Trustco Bank,42.9001503,-73.35085939999998
M&T Bank,42.7392775,-73.6595087
TD Bank,42.651475500000004,-73.75491059999999
KeyBank,42.44157209999999,-76.49719850000002
KeyBank,43.9779932,-75.6092151
Tri Lake Federal Credit,44.331461,-74.1362171
Capital One,40.6517669,-73.92913929999999
TD Bank,40.7380994,-73.07921850000001
Chase,41.330532899999994,-73.81015479999998
HSBC Bank,40.75412,-73.69008740000001
KeyBank,43.1306316,-77.56968839999998
Community Bank,42.9759999,-74.1876194
Elmira Savings Bank Fsb,42.0831597,-76.8321155
Community Bank,42.86638019999999,-76.98244270000001
HSBC Bank,40.6615393,-73.70981239999998
KeyBank,43.05209620000001,-78.87813779999998
Berkshire Bank,42.6408441,-73.8606975
First Republic Bank,40.711952200000006,-74.0086911
Chase,41.4031448,-74.32614570000001
Chase,40.65061,-73.958508
Chase,41.042716399999996,-73.7978388
Community Financial Services Center (CFSC),40.8508301,-73.91541629999998
Chase,40.8679579,-73.36446839999998
People's United Bank,40.8947758,-72.3980271
TD Bank,40.724183700000005,-73.99122120000001
Wells Fargo,41.1255085,-73.7792377
NBT Bank,43.077687100000006,-73.78660889999998
Wells Fargo,41.57799139999999,-73.80729749999998
BNY Mellon,41.0258182,-73.73574169999998
Chase,40.6358532,-73.9917033
M&T Bank,40.7443586,-73.98511490000001
M&T Bank,40.930831700000006,-73.75033690000001
Citibank,40.7431739,-73.99287220000001
KeyBank,44.978781899999994,-73.44582830000002
Union State Bank,41.031938000000004,-73.7631155
Valley Bank,40.600109700000004,-73.94266400000001
M&T Bank,41.5340614,-73.9054463
TD Bank,40.625977299999995,-74.00116070000001
TD Bank,40.722458700000004,-73.81985240000002
TD Bank,41.203339299999996,-73.7264323
Citibank,40.7533295,-73.9730065
TD Bank,40.995242700000006,-73.81962109999998
Valley Bank,40.6036152,-73.99713220000001
TD Bank,41.05987289999999,-74.01745770000001
Chase,40.7628418,-73.770971
Capital One,40.81883679999999,-72.69313609999999
Woodforest National Bank,42.080287,-78.46773499999998
Chase,40.750399,-73.96904959999998
Ridgewood Savings Bank,40.6392377,-73.6110762
TD Bank,40.713638700000004,-74.0070667
Genesee Regional Bank,43.10876079999999,-77.5744828
Wells Fargo,40.8870396,-73.9074833
Haylor Freyer & Coon,42.1157491,-75.97022679999998
Citibank,40.764651,-73.96462700000001
Adirondack Trust Company,42.720107,-73.810075
Citibank,40.7531597,-73.4215662
Bank of America,42.784249200000005,-73.94447790000001
Bank of America,40.7537472,-73.9726074
Sefcu,42.6033918,-73.78938259999998
Northwest Bank,42.7402727,-78.82584760000002
Glens Falls National Bank and Trust,43.4959169,-73.7748821
Five Star Bank,42.0978563,-79.30672340000001
M&T Bank,40.9696968,-73.7075825
Citibank,40.7303936,-73.861965
TD Bank,44.695480200000006,-73.51732489999998
Solutions Fcu,42.062157299999996,-76.816728
Wells Fargo,40.7418097,-73.99691209999999
Greenpoint Bank,40.5946957,-73.75252040000001
Chase,41.1176373,-73.94141479999998
Chase,40.7973509,-73.6695617
M&T Bank,42.986941200000004,-78.82211749999998
Chase,40.7649524,-73.8112577
M&T Bank,43.005354700000005,-78.2035413
Chemung Canal Trust Company,42.7262487,-73.7595758
Bank of America,40.829402200000004,-73.8742063
Orange Bank & Trust Company,41.426173999999996,-74.42920509999998
Berkshire Bank,43.0639624,-76.06107240000001
Bank of America,43.138729600000005,-76.225965
Investors Bank,40.6250851,-73.96406280000001
First Niagara Bank Walden Galleria Branch,42.907142799999995,-78.7756902
Ballston Spa National Bank (BSNB),43.012638,-74.03125159999998
Ballston Spa National Bank (BSNB),43.0437369,-73.84974410000002
Carver Federal Savings Bank,40.651998799999994,-73.95896359999998
Bank of America,40.75921719999999,-73.9184497
Roosevelt Savings Bank,40.6372958,-73.9894595
M&T Bank,40.626157299999996,-74.16317260000002
Chase,40.66328370000001,-73.52862950000001
M&amp T Bank,40.576657700000005,-74.10305100000001
Sterling National Bank,40.713189899999996,-73.87659289999998
Chase,41.02865739999999,-73.79083729999998
Astoria Federal Savings & Loan Assn,40.784840700000004,-73.4735857
Chase,41.289749799999996,-73.9188286
KeyBank,44.682235399999996,-73.44872600000001
Five Star Bank,43.004548799999995,-78.2033428
Trustco Bank,42.729758000000004,-73.688064
Servu FCU,42.160031,-77.1083793
Mizuho Corporation,40.760101899999995,-73.98181729999999
Ridgewood Savings Bank,40.683890000000005,-73.3705473
M&T Bank,43.0285648,-74.98923080000002
Chemung Canal Trust Company,42.1041333,-76.2617157
TD Bank,41.3196823,-74.17872170000001
State Bank of Long Island,40.8297161,-73.6842017
Wells Fargo,40.9297843,-73.7504059
TD Bank,40.738795200000006,-73.8850478
TD Bank,40.6311073,-73.94507490000001
Wells Fargo,41.027877000000004,-73.76494
TD Bank,41.2576688,-74.35932009999998
Walden Savings Bank,41.60340789999999,-74.29749809999998
Citizens Bank,43.04582389999999,-77.11062700000001
Northwest Bank,43.1717026,-78.6866318
Chase,40.7369326,-73.1185943
Chase,41.6542068,-74.6848234
Citibank,40.8625209,-73.63278659999999
Chase,41.0432812,-73.74691229999998
TD Bank,40.73916579999999,-73.6997432
Patriot National Bank,41.00535120000001,-73.81245249999998
Santander Bank,40.78035429999999,-73.77557890000001
Provident Bank,41.2541157,-74.360351
CapitalOne,40.7431456,-73.70159740000001
Community Financial Services Center (CFSC),40.8877828,-73.8608543
Trustco Bank,42.8724745,-73.9301496
Epic Advisors,43.15847309999999,-77.61471379999998
KeyBank,41.079052000000004,-73.857941
Citibank,40.7592169,-73.9719939
Wells Fargo,41.5227035,-74.0292403
Funding Merchant Source,40.79719779999999,-73.5390292
Community Financial Services Center (CFSC),40.81327520000001,-73.92250279999999
LNB Lyons National Bank,43.101555299999994,-77.461189
Chase,41.4273959,-74.15964059999999
Trustco Bank,42.214831700000005,-73.88078349999998
Community Financial Services Center (CFSC),40.85377020000001,-73.93017320000001
Cattaraugus County Bank,42.0977409,-79.2876155
Landesbank Baden Wuerttemberg,40.7567429,-73.97556490000001
Chase,41.1990757,-74.0099291
Community Bank Na,42.4260508,-78.1554634
Citibank,40.7056329,-73.59304379999998
Bank of America,40.656853000000005,-73.67088050000001
Bank of America,40.827312,-73.41217379999998
KeyBank,42.647605600000006,-73.753609
Five Star Bank,42.6407524,-77.085889
Queens County Savings Bank,40.684991499999995,-73.8426303
C&n,42.26971079999999,-77.6036443
TD Bank,40.777720200000005,-73.5586306
Bank of America,40.7710162,-73.981612
Community Bank,42.1164415,-79.2412823
Citibank,40.9801459,-73.68371890000002
Community Financial Services Center (CFSC),40.6994588,-73.95411829999998
Ridgewood Savings Bank,40.672455,-73.5268858
HSBC Bank,40.988452200000005,-73.80778819999998
TD Bank,40.834374600000004,-73.94422320000001
Capital One,40.636554700000005,-73.99092279999998
Cruz Capital,40.751362500000006,-73.9925287
HSBC Bank,40.5940436,-74.08696789999998
Bank of America,40.742014399999995,-73.9191015
Community Financial Services Center (CFSC),40.6312027,-73.9758743
Bank of America,40.8620144,-73.89577120000001
KeyBank,42.8716182,-78.80288879999998
The Federal Savings Bank,40.7066649,-73.80581109999999
People's United Bank,40.7065812,-73.6545407
Victory State Bank,40.6293874,-74.1143841
Community Bank,44.0057719,-75.8009821
Capital One,40.6381789,-73.7011916
Bank of America,40.8613169,-73.1229511
Saratoga National Bank & Trust Company,42.8602505,-73.7760541
Capital One,40.666946,-73.98839709999999
Community Bank,43.044984899999996,-77.1098178
Flushing Savings Bank,40.7508685,-73.78736549999998
Pathfinder Bank,43.4596277,-76.2372074
