County Name,State,FIPS County Code,Link
CLEAR CREEK,CO,8019,https://fred.stlouisfed.org/series/EQFXSUBPRIME00
CONEJOS,CO,8021,https://fred.stlouisfed.org/series/EQFXSUBPRIME00
COSTILLA,CO,8023,https://fred.stlouisfed.org/series/EQFXSUBPRIME00
CROWLEY,CO,8025,https://fred.stlouisfed.org/series/EQFXSUBPRIME00
CUSTER,CO,8027,https://fred.stlouisfed.org/series/EQFXSUBPRIME00
DELTA,CO,8029,https://fred.stlouisfed.org/series/EQFXSUBPRIME00
DENVER,CO,8031,https://fred.stlouisfed.org/series/EQFXSUBPRIME00
DOLORES,CO,8033,https://fred.stlouisfed.org/series/EQFXSUBPRIME00
DOUGLAS,CO,8035,https://fred.stlouisfed.org/series/EQFXSUBPRIME00
EAGLE,CO,8037,https://fred.stlouisfed.org/series/EQFXSUBPRIME00
ELBERT,CO,8039,https://fred.stlouisfed.org/series/EQFXSUBPRIME00
EL PASO,CO,8041,https://fred.stlouisfed.org/series/EQFXSUBPRIME00
FREMONT,CO,8043,https://fred.stlouisfed.org/series/EQFXSUBPRIME00
GARFIELD,CO,8045,https://fred.stlouisfed.org/series/EQFXSUBPRIME00
GILPIN,CO,8047,https://fred.stlouisfed.org/series/EQFXSUBPRIME00
GRAND,CO,8049,https://fred.stlouisfed.org/series/EQFXSUBPRIME00
GUNNISON,CO,8051,https://fred.stlouisfed.org/series/EQFXSUBPRIME00
HINSDALE,CO,8053,https://fred.stlouisfed.org/series/EQFXSUBPRIME00
HUERFANO,CO,8055,https://fred.stlouisfed.org/series/EQFXSUBPRIME00
JACKSON,CO,8057,https://fred.stlouisfed.org/series/EQFXSUBPRIME00
JEFFERSON,CO,8059,https://fred.stlouisfed.org/series/EQFXSUBPRIME00
KIOWA,CO,8061,https://fred.stlouisfed.org/series/EQFXSUBPRIME00
KIT CARSON,CO,8063,https://fred.stlouisfed.org/series/EQFXSUBPRIME00
LAKE,CO,8065,https://fred.stlouisfed.org/series/EQFXSUBPRIME00
LA PLATA,CO,8067,https://fred.stlouisfed.org/series/EQFXSUBPRIME00
LARIMER,CO,8069,https://fred.stlouisfed.org/series/EQFXSUBPRIME00
