County Name,State,FIPS County Code,Link,url,q1_credit,credit_percent
SANTA CRUZ,AZ,4023,https://fred.stlouisfed.org/series/EQFXSUBPRIME00,https://fred.stlouisfed.org/series/EQFXSUBPRIME004023,"<span class=""series-meta-observation-value"">27.18244</span>",27.18244
YAVAPAI,AZ,4025,https://fred.stlouisfed.org/series/EQFXSUBPRIME00,https://fred.stlouisfed.org/series/EQFXSUBPRIME004025,"<span class=""series-meta-observation-value"">15.51598</span>",15.51598
YUMA,AZ,4027,https://fred.stlouisfed.org/series/EQFXSUBPRIME00,https://fred.stlouisfed.org/series/EQFXSUBPRIME004027,"<span class=""series-meta-observation-value"">23.67285</span>",23.67285
STATEWIDE,AZ,4990,https://fred.stlouisfed.org/series/EQFXSUBPRIME00,https://fred.stlouisfed.org/series/EQFXSUBPRIME004990,,
ARKANSAS,AR,5001,https://fred.stlouisfed.org/series/EQFXSUBPRIME00,https://fred.stlouisfed.org/series/EQFXSUBPRIME005001,"<span class=""series-meta-observation-value"">31.78808</span>",31.78808
ASHLEY,AR,5003,https://fred.stlouisfed.org/series/EQFXSUBPRIME00,https://fred.stlouisfed.org/series/EQFXSUBPRIME005003,"<span class=""series-meta-observation-value"">31.79775</span>",31.79775
BAXTER,AR,5005,https://fred.stlouisfed.org/series/EQFXSUBPRIME00,https://fred.stlouisfed.org/series/EQFXSUBPRIME005005,"<span class=""series-meta-observation-value"">19.81937</span>",19.81937
BENTON,AR,5007,https://fred.stlouisfed.org/series/EQFXSUBPRIME00,https://fred.stlouisfed.org/series/EQFXSUBPRIME005007,"<span class=""series-meta-observation-value"">22.12762</span>",22.12762
BOONE,AR,5009,https://fred.stlouisfed.org/series/EQFXSUBPRIME00,https://fred.stlouisfed.org/series/EQFXSUBPRIME005009,"<span class=""series-meta-observation-value"">25.44192</span>",25.44192
BRADLEY,AR,5011,https://fred.stlouisfed.org/series/EQFXSUBPRIME00,https://fred.stlouisfed.org/series/EQFXSUBPRIME005011,"<span class=""series-meta-observation-value"">38.40580</span>",38.40580
CALHOUN,AR,5013,https://fred.stlouisfed.org/series/EQFXSUBPRIME00,https://fred.stlouisfed.org/series/EQFXSUBPRIME005013,"<span class=""series-meta-observation-value"">32.68293</span>",32.68293
CARROLL,AR,5015,https://fred.stlouisfed.org/series/EQFXSUBPRIME00,https://fred.stlouisfed.org/series/EQFXSUBPRIME005015,"<span class=""series-meta-observation-value"">24.01747</span>",24.01747
CHICOT,AR,5017,https://fred.stlouisfed.org/series/EQFXSUBPRIME00,https://fred.stlouisfed.org/series/EQFXSUBPRIME005017,"<span class=""series-meta-observation-value"">38.65741</span>",38.65741
CLARK,AR,5019,https://fred.stlouisfed.org/series/EQFXSUBPRIME00,https://fred.stlouisfed.org/series/EQFXSUBPRIME005019,"<span class=""series-meta-observation-value"">34.96241</span>",34.96241
